Dates,SPX_MOV_AVG_200D,SPX_RSI_14D,SPX_MOV_AVG_50D,SPX_PX_LAST,SPX_PX_OPEN,SPX_PX_HIGH,SPX_PX_LOW,SPX_PX_VOLUME,SPX_VOLATILITY_30D,SPX_BETA_ADJ_OVERRIDABLE,SPX_PX_HIGH_LOW_DIFFERENCE,CONCCONF_PX_LAST,NAPMPMI_PX_LAST,SPXINDEX_PE_RATIO,SPXINDEX_PX_TO_BOOK_RATIO,SPXINDEX_PX_TO_SALES_RATIO,SPXINDEX_EARN_YLD,USGG10YR_PX_LAST,VIX_PX_LAST
2016-01-07,2059.0,32.04,2061.8,1943.09,1985.32,1985.32,1938.83,877000000.0,18.48,0.99,46.49,96.3,48.7,17.1222,2.6462,1.7117,5.8404,2.1455,24.99
2016-01-08,2058.3,29.67,2058.92,1922.03,1945.97,1960.4,1918.46,820000000.0,18.63,1.0,41.94,96.3,48.7,16.9371,2.6175,1.6931,5.9042,2.1156,27.01
2016-01-11,2057.64,30.11,2055.59,1923.67,1926.12,1935.65,1901.1,788000000.0,18.63,0.99,34.55,96.3,48.7,16.9525,2.6197,1.6946,5.8988,2.1754,24.3
2016-01-12,2057.03,34.1,2052.57,1938.68,1927.83,1947.38,1914.35,768000000.0,18.89,0.99,33.03,96.3,48.7,17.0845,2.6402,1.7078,5.8532,2.1032,22.47
2016-01-13,2056.05,28.45,2048.79,1890.28,1940.34,1950.33,1886.41,886000000.0,19.63,1.0,63.92,96.3,48.7,16.658,2.5743,1.6652,6.0031,2.0927,25.22
2016-01-14,2055.32,35.91,2045.14,1921.84,1891.68,1934.47,1878.93,931000000.0,20.39,1.0,55.54,96.3,48.7,16.9358,2.6172,1.693,5.9047,2.0874,23.95
2016-01-15,2054.42,31.29,2040.56,1880.33,1916.68,1916.68,1857.83,1210000000.0,20.9,1.0,58.85,96.3,48.7,16.571,2.5607,1.6563,6.0346,2.0347,27.02
2016-01-19,2053.49,31.52,2036.14,1881.33,1888.66,1901.44,1864.6,892000000.0,19.66,1.0,36.84,96.3,48.7,16.5838,2.5621,1.6568,6.03,2.0556,26.05
2016-01-20,2052.38,29.22,2031.32,1859.33,1876.18,1876.18,1812.29,1090000000.0,19.78,1.0,63.89,96.3,48.7,16.3899,2.5321,1.6374,6.1013,1.9824,27.59
2016-01-21,2051.35,31.58,2026.72,1868.99,1861.46,1889.85,1848.98,866000000.0,19.94,0.99,40.87,96.3,48.7,16.475,2.5453,1.646,6.0698,2.0311,26.69
2016-01-22,2050.47,40.04,2023.29,1906.9,1877.4,1908.85,1877.4,821000000.0,21.09,1.0,31.45,96.3,48.7,16.8092,2.5969,1.6793,5.9491,2.0519,22.34
2016-01-25,2049.4,36.24,2019.19,1877.08,1906.28,1906.28,1875.97,774000000.0,21.4,1.0,30.31,96.3,48.7,16.5463,2.5563,1.6531,6.0436,2.0012,24.15
2016-01-26,2048.41,41.56,2015.77,1903.63,1878.79,1906.73,1878.79,707000000.0,21.36,1.0,27.94,96.3,48.7,16.7804,2.5924,1.6765,5.9593,1.9942,22.5
2016-01-27,2047.36,38.84,2012.51,1882.95,1902.52,1916.99,1872.7,813000000.0,21.42,1.0,44.29,96.3,48.7,16.5981,2.5643,1.6582,6.0248,1.9993,23.11
2016-01-28,2046.35,40.93,2009.91,1893.36,1885.22,1902.96,1873.65,833000000.0,21.19,0.99,29.31,96.3,48.7,16.6898,2.5785,1.6674,5.9917,1.9784,22.42
2016-01-29,2045.52,49.34,2007.65,1940.24,1894.0,1940.24,1894.0,1230000000.0,22.13,1.0,46.24,96.3,48.7,17.1031,2.6423,1.7087,5.8469,1.9209,20.2
2016-02-01,2044.69,49.2,2005.43,1939.38,1936.94,1947.2,1920.3,724000000.0,21.77,0.99,26.9,97.8,47.6,17.0955,2.6411,1.7079,5.8495,1.9486,19.98
2016-02-02,2043.8,43.63,2001.82,1903.03,1935.26,1935.26,1897.29,816000000.0,21.84,0.99,37.97,97.8,47.6,16.7751,2.5916,1.6759,5.9612,1.8448,21.98
2016-02-03,2042.86,45.37,1998.45,1912.53,1907.07,1918.01,1872.23,937000000.0,21.74,0.99,45.78,97.8,47.6,16.8588,2.6046,1.6843,5.9316,1.8861,21.65
2016-02-04,2041.95,45.92,1994.97,1915.45,1911.67,1927.35,1900.52,886000000.0,21.52,0.99,26.83,97.8,47.6,16.8846,2.6085,1.6869,5.9226,1.8395,21.84
2016-02-05,2040.81,40.57,1990.84,1880.05,1913.07,1913.07,1872.65,878000000.0,21.58,0.99,40.42,97.8,47.6,16.5725,2.5603,1.6557,6.0341,1.8357,23.38
2016-02-08,2039.51,37.07,1986.13,1853.44,1873.25,1873.25,1828.46,1030000000.0,21.83,0.99,44.79,97.8,47.6,16.338,2.5241,1.6323,6.1207,1.7483,26.0
2016-02-09,2038.19,36.91,1981.39,1852.21,1848.46,1868.25,1834.94,858000000.0,21.84,0.99,33.31,97.8,47.6,16.3271,2.5224,1.6312,6.1248,1.726,26.54
2016-02-10,2036.9,36.86,1976.63,1851.86,1857.1,1881.6,1850.32,773000000.0,21.43,0.99,31.28,97.8,47.6,16.3241,2.5219,1.6309,6.1259,1.6681,26.29
2016-02-11,2035.47,33.76,1971.6,1829.08,1847.0,1847.0,1810.1,968000000.0,21.55,0.99,36.9,97.8,47.6,16.1232,2.4909,1.6108,6.2022,1.6591,28.14
2016-02-12,2034.26,41.99,1966.85,1864.78,1833.4,1864.78,1833.4,810000000.0,22.59,0.99,31.38,97.8,47.6,16.4379,2.5395,1.6423,6.0835,1.7481,25.4
2016-02-16,2033.31,47.99,1963.17,1895.58,1871.44,1895.77,1871.44,854000000.0,22.99,0.99,24.33,97.8,47.6,16.7094,2.5815,1.6694,5.9846,1.7723,24.11
2016-02-17,2032.41,53.27,1960.71,1926.82,1898.8,1930.68,1898.8,827000000.0,23.62,0.99,31.88,97.8,47.6,16.932,2.6096,1.6975,5.906,1.819,22.31
2016-02-18,2031.42,51.65,1957.23,1917.83,1927.57,1930.0,1915.09,742000000.0,23.37,0.99,14.91,97.8,47.6,16.876,2.6001,1.6906,5.9256,1.7396,21.64
2016-02-19,2030.56,51.64,1954.05,1917.78,1916.74,1918.78,1902.17,879000000.0,22.28,0.99,16.61,97.8,47.6,16.8798,2.6047,1.6888,5.9243,1.7449,20.53
2016-02-22,2029.89,56.39,1951.69,1945.5,1924.44,1946.7,1924.44,681000000.0,22.47,0.99,22.26,97.8,47.6,17.2089,2.6404,1.7138,5.8109,1.7518,19.38
2016-02-23,2029.06,51.61,1949.16,1921.27,1942.38,1942.38,1919.44,640000000.0,22.8,0.99,22.94,97.8,47.6,16.9865,2.6098,1.6926,5.887,1.7225,20.98
2016-02-24,2028.13,53.12,1946.71,1929.8,1917.56,1932.08,1891.0,672000000.0,22.71,0.99,41.08,97.8,47.6,17.0654,2.6271,1.7041,5.8598,1.7484,20.72
2016-02-25,2027.36,56.84,1945.5,1951.7,1931.87,1951.83,1925.41,605000000.0,21.57,0.99,26.42,97.8,47.6,17.2805,2.6674,1.7244,5.7869,1.7157,19.11
2016-02-26,2026.6,56.04,1944.02,1948.05,1954.95,1962.96,1945.78,683000000.0,21.04,0.99,17.18,97.8,47.6,17.17,2.6652,1.7216,5.8241,1.7623,19.81
2016-02-29,2025.77,52.6,1941.8,1932.23,1947.13,1958.27,1931.81,865000000.0,20.07,0.99,26.46,94.0,49.2,17.0343,2.6459,1.7078,5.8705,1.7347,20.55
2016-03-01,2025.06,60.26,1939.9,1978.35,1937.09,1978.35,1937.09,754000000.0,21.18,1.0,41.26,94.0,49.2,17.4487,2.7098,1.7486,5.7311,1.8249,17.7
2016-03-02,2024.38,61.44,1938.79,1986.45,1976.6,1986.51,1968.8,689000000.0,20.77,1.0,17.71,94.0,49.2,17.5201,2.721,1.7557,5.7077,1.8406,17.09
2016-03-03,2023.7,62.47,1938.55,1993.4,1985.6,1993.69,1977.37,677000000.0,20.76,1.0,16.32,94.0,49.2,17.5877,2.731,1.7619,5.6858,1.8337,16.7
2016-03-04,2023.06,63.46,1938.13,1999.99,1994.01,2009.13,1986.77,799000000.0,20.01,1.0,22.36,94.0,49.2,17.6443,2.7401,1.7677,5.6676,1.8741,16.86
2016-03-07,2022.44,63.74,1937.38,2001.76,1996.11,2006.12,1989.38,672000000.0,19.27,1.0,16.74,94.0,49.2,17.6603,2.7425,1.7693,5.6624,1.9057,17.35
2016-03-08,2021.68,57.72,1935.68,1979.26,1996.88,1996.88,1977.43,716000000.0,19.32,1.0,19.45,94.0,49.2,17.4618,2.7116,1.7494,5.7268,1.8287,18.67
2016-03-09,2021.0,59.55,1934.25,1989.26,1981.44,1992.69,1979.84,618000000.0,18.97,1.0,12.85,94.0,49.2,17.5495,2.7253,1.7583,5.6982,1.876,18.34
2016-03-10,2020.42,59.61,1932.91,1989.57,1990.97,2005.08,1969.25,679000000.0,18.94,1.0,35.83,94.0,49.2,17.5545,2.7257,1.7585,5.6966,1.9323,18.05
2016-03-11,2019.92,65.28,1931.79,2022.19,1994.71,2022.37,1994.71,651000000.0,18.17,1.0,27.66,94.0,49.2,17.8421,2.7704,1.7874,5.6047,1.9839,16.5
