Dates,SPX_MOV_AVG_200D,SPX_RSI_14D,SPX_MOV_AVG_50D,SPX_PX_LAST,SPX_PX_OPEN,SPX_PX_HIGH,SPX_PX_LOW,SPX_PX_VOLUME,SPX_VOLATILITY_30D,SPX_BETA_ADJ_OVERRIDABLE,SPX_PX_HIGH_LOW_DIFFERENCE,CONCCONF_PX_LAST,NAPMPMI_PX_LAST,SPXINDEX_PE_RATIO,SPXINDEX_PX_TO_BOOK_RATIO,SPXINDEX_PX_TO_SALES_RATIO,SPXINDEX_EARN_YLD,USGG10YR_PX_LAST,VIX_PX_LAST
2023-07-06,4010.07,60.92,4244.3,4411.59,4422.62,4422.62,4385.05,624000000.0,11.3,1.08,37.57,110.1,46.4,21.1895,4.2729,2.4367,4.7193,4.0291,15.44
2023-07-07,4012.56,58.61,4250.85,4398.95,4404.54,4440.39,4397.4,639000000.0,11.03,1.08,42.99,110.1,46.4,21.1288,4.2607,2.4297,4.7329,4.0616,14.83
2023-07-10,4015.33,59.98,4257.92,4409.53,4394.23,4412.6,4389.92,618000000.0,10.85,1.08,22.68,110.1,46.4,21.1796,4.2709,2.4355,4.7215,3.9938,15.07
2023-07-11,4018.58,63.62,4264.0,4439.26,4415.55,4443.64,4408.46,571000000.0,10.42,1.08,35.18,110.1,46.4,21.3224,4.2997,2.452,4.6899,3.97,14.84
2023-07-12,4022.15,67.18,4270.05,4472.16,4467.69,4488.34,4463.23,645000000.0,10.53,1.08,25.11,110.1,46.4,21.4804,4.3316,2.4701,4.6554,3.8573,13.54
2023-07-13,4026.23,70.73,4276.89,4510.04,4491.5,4517.38,4489.36,581000000.0,10.37,1.08,28.02,110.1,46.4,21.6624,4.3683,2.4911,4.6163,3.7634,13.61
2023-07-14,4030.48,69.73,4284.61,4505.42,4514.61,4527.76,4499.56,598000000.0,10.18,1.08,28.2,110.1,46.4,21.6402,4.3638,2.4885,4.621,3.8322,13.34
2023-07-17,4034.86,71.36,4293.25,4522.79,4508.86,4532.85,4504.9,581000000.0,9.47,1.08,27.95,110.1,46.4,21.7236,4.3806,2.4981,4.6033,3.8068,13.48
2023-07-18,4039.04,74.13,4303.13,4554.98,4521.78,4562.3,4514.59,656000000.0,9.52,1.08,47.71,110.1,46.4,21.8782,4.4118,2.5159,4.5708,3.7853,13.3
2023-07-19,4043.67,75.0,4311.72,4565.72,4563.87,4578.43,4557.48,681000000.0,9.52,1.08,20.95,110.1,46.4,21.9298,4.4222,2.5218,4.56,3.7483,13.76
2023-07-20,4048.41,67.94,4319.65,4534.87,4554.38,4564.74,4527.56,689000000.0,9.73,1.08,37.18,110.1,46.4,21.7816,4.3923,2.5048,4.591,3.8503,13.99
2023-07-21,4052.7,68.09,4327.99,4536.34,4550.16,4555.0,4535.79,1150000000.0,9.66,1.08,19.21,110.1,46.4,21.7887,4.3938,2.5056,4.5895,3.8349,13.6
2023-07-24,4056.52,70.02,4336.33,4554.64,4543.39,4563.41,4541.29,551000000.0,9.68,1.08,22.12,110.1,46.4,21.8766,4.4115,2.5157,4.5711,3.8725,13.91
2023-07-25,4060.44,71.33,4345.07,4567.46,4555.19,4580.62,4552.42,597000000.0,9.41,1.08,28.2,110.1,46.4,21.9403,4.4239,2.5228,4.5578,3.8845,13.86
2023-07-26,4064.55,71.15,4353.93,4566.75,4558.96,4582.47,4547.58,614000000.0,9.29,1.08,34.89,110.1,46.4,21.9369,4.4232,2.5224,4.5585,3.8668,13.19
2023-07-27,4069.04,63.77,4361.95,4537.41,4598.26,4607.07,4528.56,713000000.0,9.59,1.08,78.51,110.1,46.4,21.796,4.3948,2.5062,4.588,3.9982,14.41
2023-07-28,4073.89,69.05,4371.39,4582.23,4565.75,4590.16,4564.01,647000000.0,9.38,1.08,26.15,110.1,46.4,22.0113,4.4382,2.5309,4.5431,3.9507,13.33
2023-07-31,4078.89,69.76,4380.0,4588.96,4584.82,4594.22,4573.14,823000000.0,9.26,1.08,21.08,114.0,46.5,22.0436,4.4447,2.5346,4.5365,3.9588,13.63
2023-08-01,4083.89,66.76,4387.57,4576.73,4578.83,4584.62,4567.53,584000000.0,9.15,1.08,17.09,114.0,46.5,21.9849,4.4329,2.5279,4.5486,4.023,13.93
2023-08-02,4088.11,53.82,4394.0,4513.39,4550.93,4550.93,4505.75,694000000.0,10.06,1.08,45.18,114.0,46.5,21.6806,4.3715,2.4929,4.6124,4.0775,16.09
2023-08-03,4092.7,51.86,4400.19,4501.89,4494.27,4519.49,4485.54,625000000.0,10.09,1.08,33.95,114.0,46.5,21.9751,4.2987,2.465,4.5506,4.1751,15.92
2023-08-04,4096.7,47.94,4406.83,4478.03,4513.96,4540.34,4474.55,635000000.0,9.92,1.08,65.79,114.0,46.5,21.866,4.2768,2.4519,4.5733,4.0338,17.1
2023-08-07,4100.69,54.24,4414.9,4518.44,4491.58,4519.84,4491.15,539000000.0,10.05,1.08,28.69,114.0,46.5,22.0515,4.309,2.4683,4.5348,4.0885,15.77
2023-08-08,4104.72,51.1,4421.86,4499.38,4498.03,4503.31,4464.39,567000000.0,9.7,1.08,38.92,114.0,46.5,21.9674,4.2951,2.4575,4.5522,4.022,15.99
2023-08-09,4108.72,46.31,4427.11,4467.71,4501.57,4502.44,4461.33,564000000.0,9.99,1.08,41.11,114.0,46.5,21.82,4.2628,2.4402,4.583,4.0081,15.96
2023-08-10,4112.31,46.5,4432.37,4468.83,4487.16,4527.37,4457.92,523000000.0,9.92,1.08,69.45,114.0,46.5,21.8248,4.264,2.4409,4.5819,4.1055,15.85
2023-08-11,4115.64,45.75,4438.06,4464.05,4450.69,4476.23,4443.98,482000000.0,9.25,1.08,32.25,114.0,46.5,21.8017,4.2595,2.4383,4.5868,4.1522,14.84
2023-08-14,4118.79,50.37,4443.43,4489.72,4458.13,4490.33,4453.44,541000000.0,9.4,1.08,36.89,114.0,46.5,21.9265,4.284,2.4523,4.5607,4.1913,14.82
2023-08-15,4121.83,42.49,4446.54,4437.86,4478.87,4478.87,4432.19,531000000.0,10.03,1.08,46.68,114.0,46.5,21.6703,4.2344,2.4237,4.6146,4.211,16.46
2023-08-16,4124.81,38.32,4449.15,4404.33,4433.79,4449.95,4403.55,526000000.0,10.01,1.08,46.4,114.0,46.5,21.5345,4.2019,2.4054,4.6437,4.2504,16.78
2023-08-17,4127.16,34.61,4450.88,4370.36,4416.32,4421.17,4364.83,586000000.0,10.24,1.08,56.34,114.0,46.5,21.3645,4.1683,2.3866,4.6807,4.2741,17.89
2023-08-18,4129.65,34.54,4452.92,4369.71,4344.88,4381.82,4335.31,652000000.0,10.2,1.08,46.51,114.0,46.5,21.3681,4.1648,2.386,4.6799,4.2546,17.3
2023-08-21,4132.37,40.45,4455.04,4399.77,4380.28,4407.55,4360.3,540000000.0,10.21,1.08,47.25,114.0,46.5,21.5151,4.1935,2.4024,4.6479,4.3379,17.13
2023-08-22,4135.51,38.91,4456.82,4387.55,4415.33,4418.59,4382.77,496000000.0,9.95,1.08,35.82,114.0,46.5,21.4577,4.182,2.3957,4.6603,4.3241,16.97
2023-08-23,4139.09,47.44,4458.76,4436.01,4396.44,4443.18,4396.44,572000000.0,10.19,1.08,46.74,114.0,46.5,21.6847,4.2265,2.4218,4.6115,4.1918,15.98
2023-08-24,4142.12,40.03,4458.9,4376.31,4455.16,4458.3,4375.55,628000000.0,10.91,1.08,82.75,114.0,46.5,21.4168,4.1697,2.3892,4.6692,4.2372,17.2
2023-08-25,4145.11,44.61,4459.57,4405.71,4389.38,4418.46,4356.29,561000000.0,11.06,1.08,62.17,114.0,46.5,21.5608,4.1977,2.4052,4.6381,4.2354,15.68
2023-08-28,4148.14,48.59,4459.71,4433.31,4426.03,4439.56,4414.98,449000000.0,11.01,1.08,24.58,114.0,46.5,21.6959,4.224,2.4203,4.6092,4.202,15.08
2023-08-29,4151.88,56.44,4461.48,4497.63,4432.75,4500.14,4431.68,544000000.0,11.9,1.08,68.46,114.0,46.5,22.0147,4.2859,2.4554,4.5424,4.1197,14.45
2023-08-30,4154.67,58.28,4464.0,4514.87,4500.34,4521.65,4493.59,480000000.0,11.8,1.08,28.06,114.0,46.5,22.1306,4.3037,2.4667,4.5186,4.1139,13.88
2023-08-31,4157.25,57.19,4466.84,4507.66,4517.01,4532.26,4507.39,801000000.0,11.81,1.08,24.87,108.7,47.6,22.1096,4.2961,2.4628,4.5229,4.1081,13.57
2023-09-01,4160.04,58.14,4469.52,4515.77,4530.6,4541.25,4501.35,558000000.0,11.75,1.08,39.9,108.7,47.6,22.1492,4.3038,2.4672,4.5148,4.1788,13.09
2023-09-05,4162.57,55.08,4472.49,4496.83,4510.06,4514.29,4496.01,590000000.0,11.77,1.08,18.28,108.7,47.6,22.0563,4.2858,2.4569,4.5339,4.2598,14.01
2023-09-06,4165.1,50.35,4475.22,4465.48,4490.35,4490.35,4442.38,569000000.0,11.92,1.08,47.97,108.7,47.6,21.9025,4.2559,2.4398,4.5657,4.2797,14.45
2023-09-07,4167.62,48.31,4476.67,4451.14,4434.55,4457.81,4430.46,692000000.0,11.82,1.08,27.35,108.7,47.6,21.8322,4.2422,2.4319,4.5804,4.2441,14.4
2023-09-08,4170.08,49.29,4478.29,4457.49,4451.3,4473.53,4448.38,543000000.0,11.39,1.08,25.15,108.7,47.6,21.863,4.2485,2.4355,4.5739,4.2641,13.84
2023-09-11,4172.77,53.75,4480.11,4487.46,4480.98,4490.77,4467.89,564000000.0,11.6,1.08,22.88,108.7,47.6,22.01,4.2771,2.4518,4.5434,4.288,13.8
2023-09-12,4175.06,49.73,4480.34,4461.9,4473.27,4487.11,4456.83,572000000.0,11.68,1.08,30.28,108.7,47.6,21.8846,4.2528,2.4379,4.5694,4.2801,14.23
2023-09-13,4177.26,50.59,4480.57,4467.44,4462.65,4479.39,4453.52,638000000.0,10.97,1.08,25.87,108.7,47.6,21.9118,4.2581,2.4409,4.5637,4.2485,13.48
2023-09-14,4179.66,56.1,4481.74,4505.1,4487.78,4511.99,4478.69,667000000.0,11.25,1.08,33.3,108.7,47.6,22.0964,4.2966,2.4615,4.5256,4.2863,12.82
2023-09-15,4182.09,47.76,4482.51,4450.32,4497.98,4497.98,4447.21,2090000000.0,11.73,1.08,50.77,108.7,47.6,21.8277,4.2443,2.4315,4.5813,4.3324,13.79
2023-09-18,4184.57,48.25,4483.61,4453.53,4445.13,4466.36,4442.11,582000000.0,11.39,1.08,24.25,108.7,47.6,21.8435,4.2474,2.4333,4.578,4.3026,14.0
2023-09-19,4186.39,46.85,4484.29,4443.95,4445.41,4449.85,4416.61,591000000.0,11.34,1.08,33.24,108.7,47.6,21.7962,4.2383,2.4281,4.588,4.3586,14.11
2023-09-20,4188.02,41.23,4483.55,4402.2,4452.81,4461.03,4401.38,531000000.0,11.49,1.09,59.65,108.7,47.6,21.5914,4.1985,2.4053,4.6315,4.407,15.14
2023-09-21,4189.31,33.71,4480.71,4330.0,4374.36,4375.7,4329.17,645000000.0,12.45,1.09,46.53,108.7,47.6,21.2372,4.1296,2.3658,4.7087,4.4942,17.54
2023-09-22,4190.91,32.82,4476.91,4320.06,4341.74,4357.4,4316.49,602000000.0,12.45,1.09,40.91,108.7,47.6,21.1885,4.1202,2.3603,4.7195,4.4337,17.2
2023-09-25,4192.9,35.99,4473.55,4337.44,4310.62,4338.51,4302.7,520000000.0,12.38,1.09,35.81,108.7,47.6,21.2738,4.1367,2.3698,4.7006,4.5334,16.9
2023-09-26,4194.59,30.32,4468.57,4273.53,4312.88,4313.01,4265.98,602000000.0,12.66,1.09,47.03,108.7,47.6,20.9554,4.0758,2.3344,4.772,4.5356,18.94
2023-09-27,4196.15,30.5,4462.96,4274.51,4282.63,4292.07,4238.63,637000000.0,12.52,1.09,53.44,108.7,47.6,20.9602,4.0767,2.3349,4.7709,4.6075,18.22
2023-09-28,4197.97,35.16,4457.64,4299.7,4269.65,4317.27,4264.38,571000000.0,12.5,1.09,52.89,108.7,47.6,21.0837,4.1008,2.3487,4.743,4.5748,17.34
2023-09-29,4199.46,34.02,4452.7,4288.05,4328.18,4333.15,4274.86,735000000.0,12.52,1.09,58.29,108.7,47.6,21.0266,4.0896,2.3423,4.7559,4.5711,17.52
2023-10-02,4200.81,34.09,4447.74,4288.39,4284.52,4300.58,4260.21,674000000.0,12.31,1.09,40.37,104.3,48.6,21.0283,4.0896,2.3425,4.7555,4.6785,17.61
2023-10-03,4201.98,28.66,4441.24,4229.45,4269.75,4281.15,4216.45,642000000.0,12.89,1.09,64.7,104.3,48.6,20.7393,4.0334,2.3103,4.8218,4.7955,19.78
2023-10-04,4203.82,35.14,4435.16,4263.75,4233.83,4268.5,4220.48,650000000.0,12.67,1.09,48.02,104.3,48.6,20.9075,4.0661,2.3291,4.783,4.7329,18.58
2023-10-05,4205.85,34.59,4428.99,4258.19,4259.31,4267.13,4225.91,605000000.0,12.09,1.09,41.22,104.3,48.6,20.8802,4.0608,2.326,4.7892,4.7185,18.49
2023-10-06,4208.3,43.22,4424.41,4308.5,4234.79,4324.1,4219.55,675000000.0,12.47,1.09,104.55,104.3,48.6,21.1269,4.1088,2.3535,4.7333,4.8009,17.45
2023-10-09,4210.87,47.26,4419.48,4335.66,4289.02,4341.73,4283.79,531000000.0,12.48,1.09,57.94,104.3,48.6,21.2601,4.1347,2.3683,4.7037,4.8009,17.7
2023-10-10,4213.27,50.42,4414.87,4358.24,4339.75,4385.46,4339.64,579000000.0,11.72,1.09,45.82,104.3,48.6,21.3708,4.1562,2.3807,4.6793,4.653,17.03
2023-10-11,4216.04,52.94,4410.87,4376.95,4366.59,4378.64,4345.34,554000000.0,11.74,1.09,33.3,104.3,48.6,21.4625,4.1741,2.3909,4.6593,4.5582,16.09
2023-10-12,4218.57,49.02,4407.6,4349.61,4380.94,4385.85,4325.43,581000000.0,11.84,1.09,60.42,104.3,48.6,21.3285,4.148,2.376,4.6886,4.6969,16.69
2023-10-13,4221.06,46.09,4404.11,4327.78,4360.49,4377.1,4311.97,625000000.0,11.85,1.09,65.13,104.3,48.6,21.2214,4.1272,2.364,4.7122,4.6124,19.32
2023-10-16,4224.01,52.52,4402.03,4373.63,4342.37,4383.33,4342.37,592000000.0,12.35,1.09,40.96,104.3,48.6,21.4463,4.1709,2.3891,4.6628,4.706,17.21
2023-10-17,4226.63,52.45,4399.12,4373.2,4345.23,4393.57,4337.54,643000000.0,12.21,1.09,56.03,104.3,48.6,21.4441,4.1705,2.3889,4.6633,4.8341,17.88
2023-10-18,4229.01,44.59,4395.42,4314.6,4357.35,4364.2,4303.84,630000000.0,12.78,1.09,60.36,104.3,48.6,21.1568,4.1146,2.3568,4.7266,4.9149,19.22
2023-10-19,4231.27,40.5,4391.63,4278.0,4321.36,4339.54,4269.69,706000000.0,12.94,1.09,69.85,104.3,48.6,20.9773,4.0797,2.3368,4.7671,4.9898,21.4
2023-10-20,4233.13,35.37,4386.74,4224.16,4273.85,4276.56,4223.03,847000000.0,13.11,1.09,53.53,104.3,48.6,20.7133,4.0284,2.3074,4.8278,4.9137,21.71
2023-10-23,4235.18,34.74,4381.8,4217.04,4210.4,4255.84,4189.22,622000000.0,13.06,1.09,66.62,104.3,48.6,20.6784,4.0216,2.3035,4.836,4.8502,20.37
2023-10-24,4236.94,39.69,4376.96,4247.68,4235.79,4259.38,4219.43,637000000.0,13.32,1.09,39.95,104.3,48.6,20.8287,4.0516,2.3203,4.8011,4.8229,18.97
2023-10-25,4238.41,34.14,4371.93,4186.77,4232.42,4232.42,4181.42,722000000.0,13.46,1.09,51.0,104.3,48.6,20.53,3.9935,2.287,4.8709,4.9549,20.19
2023-10-26,4239.5,30.42,4366.59,4137.23,4175.99,4183.6,4127.9,799000000.0,13.44,1.09,55.7,104.3,48.6,20.2871,3.9463,2.26,4.9293,4.8445,20.68
2023-10-27,4240.24,29.05,4361.53,4117.37,4152.93,4156.7,4103.78,732000000.0,13.42,1.09,52.92,104.3,48.6,20.1897,3.9273,2.2491,4.953,4.8346,21.27
2023-10-30,4241.16,36.69,4357.47,4166.82,4139.39,4177.47,4132.94,657000000.0,14.12,1.09,44.53,104.3,48.6,20.4322,3.9745,2.2761,4.8942,4.8942,19.75
2023-10-31,4242.13,40.45,4353.36,4193.8,4171.33,4195.55,4153.12,791000000.0,14.17,1.09,42.43,99.1,46.9,20.5644,4.0002,2.2909,4.8628,4.9307,18.14
2023-11-01,4243.37,46.09,4350.36,4237.86,4201.27,4245.64,4197.74,777000000.0,13.84,1.09,47.9,99.1,46.9,20.7805,4.0423,2.3149,4.8122,4.7341,16.87
2023-11-02,4245.31,54.51,4348.0,4317.78,4268.26,4319.72,4268.26,768000000.0,14.99,1.09,51.46,99.1,46.9,20.7481,4.046,2.3402,4.8197,4.659,15.66
2023-11-03,4247.61,58.09,4347.64,4358.34,4334.23,4373.62,4334.23,710000000.0,15.21,1.09,39.39,99.1,46.9,20.9243,4.0877,2.3623,4.7791,4.5724,14.91
2023-11-06,4249.58,58.75,4346.84,4365.98,4364.27,4372.21,4347.53,600000000.0,14.49,1.09,24.68,99.1,46.9,20.9559,4.118,2.3697,4.7719,4.6431,14.89
2023-11-07,4251.37,59.85,4345.74,4378.38,4366.21,4386.26,4355.41,627000000.0,14.5,1.09,30.85,99.1,46.9,21.0244,4.1189,2.3766,4.7564,4.5665,14.81
2023-11-08,4253.2,60.25,4343.45,4382.78,4384.37,4391.2,4359.76,630000000.0,14.41,1.09,31.44,99.1,46.9,21.065,4.127,2.3791,4.7472,4.4925,14.45
2023-11-09,4254.85,55.4,4340.1,4347.35,4391.41,4393.4,4343.94,643000000.0,14.62,1.09,49.46,99.1,46.9,20.9024,4.0942,2.3599,4.7841,4.6241,15.29
2023-11-10,4256.63,61.76,4338.25,4415.24,4364.15,4418.03,4353.34,634000000.0,15.29,1.09,64.69,99.1,46.9,21.2287,4.1582,2.3967,4.7106,4.6518,14.17
2023-11-13,4258.33,61.25,4336.16,4411.55,4406.66,4421.76,4393.82,521000000.0,14.6,1.09,27.94,99.1,46.9,21.2109,4.1556,2.3947,4.7146,4.6399,14.76
2023-11-14,4260.72,67.79,4336.14,4495.7,4458.97,4508.67,4458.97,727000000.0,15.4,1.09,49.7,99.1,46.9,21.6152,4.2348,2.4404,4.6264,4.4473,14.16
2023-11-15,4262.85,68.28,4336.89,4502.88,4505.3,4521.17,4495.31,698000000.0,15.37,1.09,25.86,99.1,46.9,21.653,4.2418,2.4442,4.6183,4.5314,14.18
2023-11-16,4264.8,68.67,4338.03,4508.24,4497.08,4511.99,4487.83,663000000.0,15.06,1.09,24.16,99.1,46.9,21.6753,4.2469,2.4469,4.6136,4.4355,14.32
2023-11-17,4266.47,69.1,4339.16,4514.02,4509.55,4520.12,4499.66,699000000.0,14.99,1.09,20.46,99.1,46.9,21.703,4.2523,2.4501,4.6076,4.4354,13.8
2023-11-20,4268.52,71.56,4340.36,4547.38,4511.7,4557.11,4510.36,616000000.0,15.06,1.09,46.75,99.1,46.9,21.8682,4.2839,2.4682,4.5728,4.4198,13.41
2023-11-21,4270.66,69.91,4341.89,4538.19,4538.77,4542.14,4525.51,536000000.0,15.06,1.09,16.63,99.1,46.9,21.817,4.2727,2.4629,4.5836,4.3926,13.35
2023-11-22,4272.62,71.34,4343.67,4556.62,4553.04,4568.43,4545.05,495000000.0,14.9,1.09,23.38,99.1,46.9,21.9006,4.289,2.4722,4.5661,4.4042,12.85
2023-11-24,4274.83,71.55,4344.75,4559.34,4555.84,4560.31,4552.8,245000000.0,14.76,1.09,7.51,99.1,46.9,21.9136,4.2916,2.4736,4.5634,4.4665,12.46
2023-11-27,4277.18,69.71,4346.76,4550.43,4554.86,4560.52,4546.32,572000000.0,14.55,1.09,14.2,99.1,46.9,21.8708,4.2832,2.4688,4.5723,4.3866,12.69
2023-11-28,4279.5,70.13,4348.78,4554.89,4545.55,4568.14,4540.51,582000000.0,14.54,1.09,27.63,99.1,46.9,21.9034,4.2872,2.4712,4.5655,4.3207,12.69
2023-11-29,4281.56,69.14,4350.92,4550.58,4571.84,4587.64,4547.15,615000000.0,13.82,1.09,40.49,99.1,46.9,21.8975,4.2852,2.4689,4.5667,4.2552,12.98
2023-11-30,4283.72,70.9,4354.23,4567.8,4554.87,4569.89,4537.24,1440000000.0,13.45,1.09,32.65,101.0,46.6,21.9801,4.3013,2.4782,4.5496,4.3264,12.92
2023-12-01,4285.96,73.44,4359.52,4594.63,4559.43,4599.39,4554.71,686000000.0,12.66,1.09,44.68,101.0,46.6,22.1092,4.3266,2.4928,4.523,4.1956,12.63
2023-12-04,4288.35,67.56,4364.52,4569.78,4564.37,4572.37,4546.72,709000000.0,12.83,1.09,25.65,101.0,46.6,21.9897,4.3032,2.4793,4.5476,4.2529,13.08
2023-12-05,4290.79,66.96,4369.11,4567.18,4557.25,4578.56,4551.68,636000000.0,12.79,1.09,26.88,101.0,46.6,21.9774,4.3008,2.4779,4.5501,4.1649,12.85
2023-12-06,4293.55,62.81,4374.63,4549.34,4586.23,4590.74,4546.5,643000000.0,11.85,1.09,44.24,101.0,46.6,21.8915,4.284,2.4682,4.568,4.104,12.97
2023-12-07,4296.53,67.25,4380.85,4585.59,4568.84,4590.92,4565.22,655000000.0,11.02,1.09,25.7,101.0,46.6,22.1181,4.3192,2.4879,4.5212,4.1495,13.06
2023-12-08,4299.49,69.29,4386.94,4604.37,4576.2,4609.23,4574.06,650000000.0,10.71,1.09,35.17,101.0,46.6,22.2086,4.3369,2.498,4.5028,4.2256,12.35
2023-12-11,4302.75,71.16,4393.63,4622.44,4593.39,4623.71,4593.39,711000000.0,10.41,1.09,30.32,101.0,46.6,22.2958,4.3539,2.5078,4.4852,4.2333,12.63
2023-12-12,4306.06,73.22,4400.74,4643.7,4618.3,4643.93,4608.09,641000000.0,10.38,1.09,35.84,101.0,46.6,22.3987,4.3741,2.5194,4.4645,4.2006,12.07
2023-12-13,4309.74,78.22,4410.29,4707.09,4646.2,4709.69,4643.23,822000000.0,10.61,1.09,66.46,101.0,46.6,22.7046,4.4337,2.5538,4.4044,4.0164,12.19
2023-12-14,4313.58,79.05,4419.4,4719.55,4721.04,4738.57,4694.34,1050000000.0,9.53,1.09,44.23,101.0,46.6,22.7647,4.4455,2.5606,4.3928,3.9208,12.48
2023-12-15,4317.27,78.95,4428.62,4719.19,4714.23,4725.53,4704.69,2530000000.0,9.37,1.09,20.84,101.0,46.6,22.763,4.4451,2.5604,4.3931,3.911,12.28
2023-12-18,4320.75,80.43,4437.27,4740.56,4725.58,4749.52,4725.58,705000000.0,9.37,1.09,23.94,101.0,46.6,22.866,4.4653,2.572,4.3733,3.9314,12.56
2023-12-19,4324.35,82.18,4445.92,4768.37,4743.72,4768.69,4743.72,683000000.0,9.42,1.09,24.97,101.0,46.6,23.0006,4.4915,2.587,4.3477,3.9313,12.53
2023-12-20,4327.91,66.12,4452.72,4698.35,4764.73,4778.01,4697.82,741000000.0,10.81,1.09,80.19,101.0,46.6,22.6628,4.4255,2.5491,4.4125,3.8474,13.67
2023-12-21,4331.68,70.43,4460.12,4746.75,4724.29,4748.71,4708.35,599000000.0,10.54,1.09,40.36,101.0,46.6,22.8963,4.4711,2.5753,4.3675,3.8881,13.65
2023-12-22,4335.86,71.07,4468.22,4754.63,4753.92,4772.94,4736.77,478000000.0,9.81,1.09,36.17,101.0,46.6,22.9343,4.4785,2.5796,4.3603,3.895,13.03
2023-12-26,4340.43,72.7,4477.16,4774.75,4758.86,4784.72,4758.45,384000000.0,9.77,1.09,26.27,101.0,46.6,23.0313,4.4975,2.5905,4.3419,3.8967,12.99
2023-12-27,4345.06,73.26,4485.32,4781.58,4773.45,4785.39,4768.9,477000000.0,8.38,1.09,16.49,101.0,46.6,23.0643,4.5039,2.5942,4.3357,3.7944,12.43
2023-12-28,4349.38,73.41,4493.52,4783.35,4786.44,4793.3,4780.98,413000000.0,8.4,1.09,12.32,101.0,46.6,23.0728,4.5056,2.5952,4.3341,3.8443,12.47
2023-12-29,4353.77,70.16,4502.62,4769.83,4782.88,4788.43,4751.99,551000000.0,8.52,1.09,36.44,101.0,46.6,23.0076,4.4928,2.5878,4.3464,3.8791,12.45
2024-01-02,4357.68,64.08,4511.92,4742.83,4745.2,4754.33,4722.67,707000000.0,8.82,1.09,31.66,108.0,47.1,22.8749,4.4673,2.5719,4.3716,3.9294,13.2
2024-01-03,4361.62,56.63,4521.53,4704.81,4725.07,4729.29,4699.71,696000000.0,9.11,1.09,29.58,108.0,47.1,22.6915,4.4315,2.5513,4.4069,3.9162,14.04
2024-01-04,4365.3,53.77,4530.97,4688.68,4697.42,4726.78,4687.53,693000000.0,9.16,1.09,39.25,108.0,47.1,22.6137,4.4163,2.5425,4.4221,3.9988,14.13
2024-01-05,4368.78,55.07,4539.96,4697.24,4690.57,4721.49,4682.11,651000000.0,9.12,1.09,39.38,108.0,47.1,22.655,4.4243,2.5471,4.414,4.0457,13.35
2024-01-08,4372.91,63.58,4551.49,4763.54,4703.7,4764.54,4699.82,699000000.0,9.91,1.09,64.72,108.0,47.1,22.9748,4.4868,2.5831,4.3526,4.0305,13.08
2024-01-09,4376.95,62.23,4563.88,4756.5,4741.93,4765.47,4730.35,627000000.0,9.9,1.09,35.12,108.0,47.1,22.9408,4.4802,2.5793,4.359,4.0133,12.76
2024-01-10,4381.01,65.27,4577.2,4783.45,4759.94,4790.8,4756.2,594000000.0,9.97,1.09,34.6,108.0,47.1,23.0708,4.5055,2.5939,4.3345,4.0283,12.69
2024-01-11,4385.02,64.6,4589.47,4780.24,4792.13,4798.5,4739.58,639000000.0,9.96,1.09,58.92,108.0,47.1,23.0553,4.5025,2.5922,4.3374,3.9658,12.44
2024-01-12,4389.09,65.03,4601.27,4783.83,4791.18,4802.4,4768.98,588000000.0,9.95,1.09,33.42,108.0,47.1,23.0726,4.5059,2.5941,4.3341,3.939,12.7
2024-01-16,4392.78,61.06,4611.83,4765.98,4772.35,4782.34,4747.12,709000000.0,9.98,1.09,35.22,108.0,47.1,22.9865,4.4891,2.5844,4.3504,4.0581,13.84
2024-01-17,4396.22,55.58,4620.26,4739.21,4739.13,4744.23,4714.82,601000000.0,9.99,1.09,29.41,108.0,47.1,22.8574,4.4639,2.5699,4.3749,4.1019,14.79
2024-01-18,4399.58,61.4,4628.71,4780.94,4760.1,4785.79,4740.57,690000000.0,10.22,1.09,45.22,108.0,47.1,23.0587,4.5032,2.5925,4.3368,4.142,14.13
2024-01-19,4403.15,67.8,4638.19,4839.81,4796.28,4842.07,4785.87,841000000.0,10.56,1.09,56.2,108.0,47.1,23.3426,4.5586,2.6245,4.284,4.1226,13.3
2024-01-22,4406.9,68.81,4647.63,4850.43,4853.42,4868.41,4844.05,701000000.0,10.4,1.09,24.36,108.0,47.1,23.3939,4.5686,2.6302,4.2746,4.1052,13.19
2024-01-23,4410.77,70.15,4657.27,4864.6,4856.8,4866.48,4844.37,597000000.0,10.39,1.09,22.11,108.0,47.1,23.4622,4.582,2.6379,4.2622,4.1282,12.55
2024-01-24,4414.59,70.53,4667.69,4868.55,4888.56,4903.68,4865.94,683000000.0,10.37,1.09,37.74,108.0,47.1,23.4812,4.5857,2.64,4.2587,4.1762,13.14
2024-01-25,4418.52,72.93,4677.27,4894.16,4886.66,4898.15,4869.34,750000000.0,10.39,1.09,28.81,108.0,47.1,23.6048,4.6098,2.6539,4.2364,4.1184,13.45
2024-01-26,4422.43,72.14,4686.86,4890.97,4888.91,4906.69,4881.47,624000000.0,9.75,1.09,25.22,108.0,47.1,23.5894,4.6068,2.6522,4.2392,4.1373,13.26
2024-01-29,4426.61,75.46,4695.5,4927.93,4892.95,4929.31,4887.4,630000000.0,9.92,1.09,41.91,108.0,47.1,23.7676,4.6416,2.6722,4.2074,4.074,13.6
