Dates,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,EARN_YLD
4/20/2023,19.7396,4.0869,2.3375,5.066
4/21/2023,19.7574,4.0906,2.3396,5.0614
4/24/2023,19.7742,4.0941,2.3416,5.0571
4/25/2023,19.4616,4.0294,2.3046,5.1383
4/26/2023,19.3868,4.0139,2.2958,5.1581
4/27/2023,19.7661,4.0924,2.3407,5.0592
4/28/2023,19.9293,4.1262,2.36,5.0177
5/1/2023,19.9216,4.1246,2.3591,5.0197
5/2/2023,19.6908,4.0768,2.3317,5.0785
5/3/2023,19.553,4.0483,2.3154,5.1143
5/4/2023,19.4495,3.9381,2.2527,5.1415
5/5/2023,19.8068,4.0134,2.2941,5.0488
5/8/2023,19.8241,4.0105,2.29,5.0444
5/9/2023,19.7522,3.9923,2.2795,5.0627
5/10/2023,19.8482,4.0049,2.2897,5.0382
5/11/2023,19.8177,3.9976,2.2858,5.046
5/12/2023,19.7865,3.9912,2.2821,5.054
5/15/2023,19.8452,4.003,2.2889,5.039
5/16/2023,19.719,3.9779,2.2745,5.0713
5/17/2023,19.9701,4.0251,2.3014,5.0075
5/18/2023,20.1543,4.0653,2.3228,4.9617
5/19/2023,20.1262,4.0582,2.3191,4.9686
5/22/2023,20.1296,4.0589,2.3195,4.9678
5/23/2023,19.9063,4.0141,2.2934,5.0235
5/24/2023,19.7603,3.9838,2.2765,5.0607
5/25/2023,19.9512,4.0215,2.2965,5.0122
5/26/2023,20.215,4.0736,2.3265,4.9468
5/29/2023,20.215,4.0736,2.3265,4.9468
5/30/2023,20.2171,4.0738,2.3266,4.9463
5/31/2023,20.1011,4.0508,2.3123,4.9749
6/1/2023,20.3089,4.091,2.3351,4.924
6/2/2023,20.6042,4.1504,2.3691,4.8534
6/5/2023,20.5628,4.1421,2.3643,4.8632
6/6/2023,20.6122,4.1524,2.3699,4.8515
6/7/2023,20.5334,4.1366,2.3609,4.8701
6/8/2023,20.6604,4.1622,2.3755,4.8402
6/9/2023,20.6841,4.1674,2.3782,4.8346
6/12/2023,20.8771,4.2063,2.4003,4.7899
6/13/2023,21.0219,4.2355,2.417,4.757
6/14/2023,21.0391,4.239,2.419,4.7531
6/15/2023,21.2578,4.2905,2.4445,4.7041
6/16/2023,21.1798,4.271,2.4356,4.7215
6/19/2023,21.1798,4.271,2.4356,4.7215
6/20/2023,21.0792,4.2508,2.424,4.744
6/21/2023,20.9687,4.2285,2.4113,4.769
6/22/2023,21.0465,4.2442,2.4203,4.7514
6/23/2023,20.8856,4.2117,2.4017,4.788
6/26/2023,20.7919,4.1928,2.391,4.8096
6/27/2023,21.0301,4.2408,2.4184,4.7551
6/28/2023,21.0227,4.2393,2.4175,4.7568
6/29/2023,21.1167,4.2582,2.4283,4.7356
6/30/2023,21.3758,4.3105,2.4581,4.6782
7/3/2023,21.4008,4.3155,2.461,4.6727
7/4/2023,21.4008,4.3155,2.461,4.6727
7/5/2023,21.3587,4.307,2.4561,4.6819
7/6/2023,21.1895,4.2729,2.4367,4.7193
7/7/2023,21.1288,4.2607,2.4297,4.7329
7/10/2023,21.1796,4.2709,2.4355,4.7215
7/11/2023,21.3224,4.2997,2.452,4.6899
7/12/2023,21.4804,4.3316,2.4701,4.6554
7/13/2023,21.6624,4.3683,2.4911,4.6163
7/14/2023,21.6402,4.3638,2.4885,4.621
7/17/2023,21.7236,4.3806,2.4981,4.6033
7/18/2023,21.8782,4.4118,2.5159,4.5708
7/19/2023,21.9298,4.4222,2.5218,4.56
7/20/2023,21.7816,4.3923,2.5048,4.591
7/21/2023,21.7887,4.3938,2.5056,4.5895
7/24/2023,21.8766,4.4115,2.5157,4.5711
7/25/2023,21.9403,4.4239,2.5228,4.5578
7/26/2023,21.9369,4.4232,2.5224,4.5585
7/27/2023,21.796,4.3948,2.5062,4.588
7/28/2023,22.0113,4.4382,2.5309,4.5431
7/31/2023,22.0436,4.4447,2.5346,4.5365
8/1/2023,21.9849,4.4329,2.5279,4.5486
8/2/2023,21.6806,4.3715,2.4929,4.6124
8/3/2023,21.9751,4.2987,2.465,4.5506
8/4/2023,21.866,4.2768,2.4519,4.5733
8/7/2023,22.0515,4.309,2.4683,4.5348
8/8/2023,21.9674,4.2951,2.4575,4.5522
8/9/2023,21.82,4.2628,2.4402,4.583
8/10/2023,21.8248,4.264,2.4409,4.5819
8/11/2023,21.8017,4.2595,2.4383,4.5868
8/14/2023,21.9265,4.284,2.4523,4.5607
8/15/2023,21.6703,4.2344,2.4237,4.6146
8/16/2023,21.5345,4.2019,2.4054,4.6437
8/17/2023,21.3645,4.1683,2.3866,4.6807
8/18/2023,21.3681,4.1648,2.386,4.6799
8/21/2023,21.5151,4.1935,2.4024,4.6479
8/22/2023,21.4577,4.182,2.3957,4.6603
8/23/2023,21.6847,4.2265,2.4218,4.6115
8/24/2023,21.4168,4.1697,2.3892,4.6692
8/25/2023,21.5608,4.1977,2.4052,4.6381
8/28/2023,21.6959,4.224,2.4203,4.6092
8/29/2023,22.0147,4.2859,2.4554,4.5424
8/30/2023,22.1306,4.3037,2.4667,4.5186
8/31/2023,22.1096,4.2961,2.4628,4.5229
9/1/2023,22.1492,4.3038,2.4672,4.5148
9/4/2023,22.1492,4.3038,2.4672,4.5148
9/5/2023,22.0563,4.2858,2.4569,4.5339
9/6/2023,21.9025,4.2559,2.4398,4.5657
9/7/2023,21.8322,4.2422,2.4319,4.5804
9/8/2023,21.863,4.2485,2.4355,4.5739
9/11/2023,22.01,4.2771,2.4518,4.5434
9/12/2023,21.8846,4.2528,2.4379,4.5694
9/13/2023,21.9118,4.2581,2.4409,4.5637
9/14/2023,22.0964,4.2966,2.4615,4.5256
9/15/2023,21.8277,4.2443,2.4315,4.5813
9/18/2023,21.8435,4.2474,2.4333,4.578
9/19/2023,21.7962,4.2383,2.4281,4.588
9/20/2023,21.5914,4.1985,2.4053,4.6315
9/21/2023,21.2372,4.1296,2.3658,4.7087
9/22/2023,21.1885,4.1202,2.3603,4.7195
9/25/2023,21.2738,4.1367,2.3698,4.7006
9/26/2023,20.9554,4.0758,2.3344,4.772
9/27/2023,20.9602,4.0767,2.3349,4.7709
9/28/2023,21.0837,4.1008,2.3487,4.743
9/29/2023,21.0266,4.0896,2.3423,4.7559
10/2/2023,21.0283,4.0896,2.3425,4.7555
10/3/2023,20.7393,4.0334,2.3103,4.8218
10/4/2023,20.9075,4.0661,2.3291,4.783
10/5/2023,20.8802,4.0608,2.326,4.7892
10/6/2023,21.1269,4.1088,2.3535,4.7333
10/9/2023,21.2601,4.1347,2.3683,4.7037
10/10/2023,21.3708,4.1562,2.3807,4.6793
10/11/2023,21.4625,4.1741,2.3909,4.6593
10/12/2023,21.3285,4.148,2.376,4.6886
10/13/2023,21.2214,4.1272,2.364,4.7122
10/16/2023,21.4463,4.1709,2.3891,4.6628
10/17/2023,21.4441,4.1705,2.3889,4.6633
10/18/2023,21.1568,4.1146,2.3568,4.7266
10/19/2023,20.9773,4.0797,2.3368,4.7671
10/20/2023,20.7133,4.0284,2.3074,4.8278
10/23/2023,20.6784,4.0216,2.3035,4.836
10/24/2023,20.8287,4.0516,2.3203,4.8011
10/25/2023,20.53,3.9935,2.287,4.8709
10/26/2023,20.2871,3.9463,2.26,4.9293
10/27/2023,20.1897,3.9273,2.2491,4.953
10/30/2023,20.4322,3.9745,2.2761,4.8942
10/31/2023,20.5644,4.0002,2.2909,4.8628
11/1/2023,20.7805,4.0423,2.3149,4.8122
11/2/2023,20.7481,4.046,2.3402,4.8197
11/3/2023,20.9243,4.0877,2.3623,4.7791
11/6/2023,20.9559,4.118,2.3697,4.7719
11/7/2023,21.0244,4.1189,2.3766,4.7564
11/8/2023,21.065,4.127,2.3791,4.7472
11/9/2023,20.9024,4.0942,2.3599,4.7841
11/10/2023,21.2287,4.1582,2.3967,4.7106
11/13/2023,21.2109,4.1556,2.3947,4.7146
11/14/2023,21.6152,4.2348,2.4404,4.6264
11/15/2023,21.653,4.2418,2.4442,4.6183
11/16/2023,21.6753,4.2469,2.4469,4.6136
11/17/2023,21.703,4.2523,2.4501,4.6076
11/20/2023,21.8682,4.2839,2.4682,4.5728
11/21/2023,21.817,4.2727,2.4629,4.5836
11/22/2023,21.9006,4.289,2.4722,4.5661
11/23/2023,21.9006,4.289,2.4722,4.5661
11/24/2023,21.9136,4.2916,2.4736,4.5634
11/27/2023,21.8708,4.2832,2.4688,4.5723
11/28/2023,21.9034,4.2872,2.4712,4.5655
11/29/2023,21.8975,4.2852,2.4689,4.5667
11/30/2023,21.9801,4.3013,2.4782,4.5496
12/1/2023,22.1092,4.3266,2.4928,4.523
12/4/2023,21.9897,4.3032,2.4793,4.5476
12/5/2023,21.9774,4.3008,2.4779,4.5501
12/6/2023,21.8915,4.284,2.4682,4.568
12/7/2023,22.1181,4.3192,2.4879,4.5212
12/8/2023,22.2086,4.3369,2.498,4.5028
12/11/2023,22.2958,4.3539,2.5078,4.4852
12/12/2023,22.3987,4.3741,2.5194,4.4645
12/13/2023,22.7046,4.4337,2.5538,4.4044
12/14/2023,22.7647,4.4455,2.5606,4.3928
12/15/2023,22.763,4.4451,2.5604,4.3931
12/18/2023,22.866,4.4653,2.572,4.3733
12/19/2023,23.0006,4.4915,2.587,4.3477
12/20/2023,22.6628,4.4255,2.5491,4.4125
12/21/2023,22.8963,4.4711,2.5753,4.3675
12/22/2023,22.9343,4.4785,2.5796,4.3603
12/25/2023,22.9343,4.4785,2.5796,4.3603
12/26/2023,23.0313,4.4975,2.5905,4.3419
12/27/2023,23.0643,4.5039,2.5942,4.3357
12/28/2023,23.0728,4.5056,2.5952,4.3341
12/29/2023,23.0076,4.4928,2.5878,4.3464
1/1/2024,23.0051,4.4927,2.5865,4.3469
1/2/2024,22.8749,4.4673,2.5719,4.3716
1/3/2024,22.6915,4.4315,2.5513,4.4069
1/4/2024,22.6137,4.4163,2.5425,4.4221
1/5/2024,22.655,4.4243,2.5471,4.414
1/8/2024,22.9748,4.4868,2.5831,4.3526
1/9/2024,22.9408,4.4802,2.5793,4.359
1/10/2024,23.0708,4.5055,2.5939,4.3345
1/11/2024,23.0553,4.5025,2.5922,4.3374
1/12/2024,23.0726,4.5059,2.5941,4.3341
1/15/2024,23.0726,4.5059,2.5941,4.3341
1/16/2024,22.9865,4.4891,2.5844,4.3504
1/17/2024,22.8574,4.4639,2.5699,4.3749
1/18/2024,23.0587,4.5032,2.5925,4.3368
1/19/2024,23.3426,4.5586,2.6245,4.284
1/22/2024,23.3939,4.5686,2.6302,4.2746
1/23/2024,23.4622,4.582,2.6379,4.2622
1/24/2024,23.4812,4.5857,2.64,4.2587
1/25/2024,23.6048,4.6098,2.6539,4.2364
1/26/2024,23.5894,4.6068,2.6522,4.2392
1/29/2024,23.7676,4.6416,2.6722,4.2074
1/30/2024,23.7534,4.6388,2.6706,4.2099
1/31/2024,23.3708,4.5641,2.6276,4.2788
2/1/2024,23.6628,4.6212,2.6605,4.226
2/2/2024,23.9156,4.6705,2.6889,4.1814
2/5/2024,23.8394,4.6557,2.6803,4.1947
2/6/2024,23.8945,4.6664,2.6865,4.1851
2/7/2024,24.0914,4.7049,2.7086,4.1509
2/8/2024,24.1052,4.7075,2.7102,4.1485
2/9/2024,24.2436,4.7346,2.7258,4.1248
2/12/2024,24.2206,4.7301,2.7232,4.1287
2/13/2024,23.8894,4.6654,2.6859,4.186
2/14/2024,24.1182,4.7101,2.7117,4.1462
2/15/2024,24.2586,4.7375,2.7274,4.1222
2/16/2024,24.1419,4.7148,2.7143,4.1422
2/19/2024,24.1419,4.7148,2.7143,4.1422
2/20/2024,23.9969,4.6865,2.698,4.1672
2/21/2024,23.7761,4.5883,2.6807,4.2059
2/22/2024,24.264,4.6936,2.7366,4.1213
2/23/2024,24.2825,4.6952,2.7375,4.1182
2/26/2024,24.1354,4.6659,2.7092,4.1433
2/27/2024,24.1858,4.6756,2.7132,4.1347
2/28/2024,24.2169,4.671,2.7089,4.1294
2/29/2024,24.3607,4.6949,2.7231,4.105
3/1/2024,24.5557,4.7324,2.7449,4.0724
3/4/2024,24.5264,4.7268,2.7417,4.0772
3/5/2024,24.2718,4.6784,2.7134,4.12
3/6/2024,24.3943,4.7025,2.7274,4.0993
3/7/2024,24.6835,4.726,2.7554,4.0513
3/8/2024,24.5224,4.6952,2.7374,4.0779
3/11/2024,24.4948,4.6899,2.7343,4.0825
3/12/2024,24.7694,4.7428,2.765,4.0372
3/13/2024,24.7217,4.7347,2.7597,4.045
3/14/2024,24.65,4.7211,2.7518,4.0568
3/15/2024,24.4903,4.6905,2.7339,4.0832
3/18/2024,24.6451,4.7202,2.7512,4.0576
3/19/2024,24.7843,4.7468,2.7668,4.0348
3/20/2024,25.005,4.7891,2.7914,3.9992
3/21/2024,25.084,4.8053,2.7999,3.9866
3/22/2024,25.0472,4.7986,2.796,3.9925
3/25/2024,24.9707,4.7839,2.7875,4.0047
3/26/2024,24.9007,4.7705,2.7797,4.0159
3/27/2024,25.1157,4.8117,2.8037,3.9816
3/28/2024,25.1437,4.8171,2.8068,3.9771
3/29/2024,25.1437,4.8171,2.8068,3.9771
4/1/2024,25.0931,4.8074,2.8011,3.9852
4/2/2024,24.9114,4.7726,2.7809,4.0142
4/3/2024,24.9379,4.7778,2.7839,4.01
4/4/2024,24.6303,4.7188,2.7496,4.06
4/5/2024,24.9037,4.7712,2.7801,4.0155
4/8/2024,24.8944,4.7694,2.779,4.017
4/9/2024,24.9303,4.7763,2.7831,4.0112
4/10/2024,24.6946,4.7312,2.7567,4.0495
4/11/2024,24.8784,4.7664,2.7773,4.0195
4/12/2024,24.5164,4.697,2.7368,4.0789
4/15/2024,24.2217,4.6406,2.7039,4.1285
4/16/2024,24.1732,4.6311,2.6984,4.1368
4/17/2024,24.0334,4.6043,2.6828,4.1609
4/18/2024,23.9804,4.5941,2.6769,4.1701
4/19/2024,23.7703,4.5539,2.6534,4.2069
4/22/2024,23.9779,4.5937,2.6766,4.1705
4/23/2024,24.2648,4.6486,2.7086,4.1212
4/24/2024,24.2699,4.6496,2.7092,4.1203
4/25/2024,24.1588,4.6283,2.6968,4.1393
4/26/2024,24.4055,4.6756,2.7243,4.0974
4/29/2024,24.4831,4.6904,2.733,4.0845
4/30/2024,24.0979,4.6167,2.69,4.1497
5/1/2024,24.0207,4.6008,2.6807,4.1631
5/2/2024,24.24,4.6428,2.7052,4.1254
5/3/2024,24.5443,4.7011,2.7392,4.0743
5/6/2024,24.7978,4.7496,2.7675,4.0326
5/7/2024,24.8311,4.756,2.7712,4.0272
5/8/2024,24.831,4.756,2.7712,4.0272
5/9/2024,24.9574,4.7802,2.7853,4.0068
5/10/2024,24.9985,4.7881,2.7899,4.0002
5/13/2024,24.9925,4.7869,2.7892,4.0012
5/14/2024,25.1134,4.8101,2.8027,3.9819
5/15/2024,25.4076,4.8664,2.8355,3.9358
5/16/2024,25.3548,4.8563,2.8296,3.944
5/17/2024,25.3843,4.862,2.8329,3.9394
5/20/2024,25.4076,4.8664,2.8355,3.9358
5/21/2024,25.4711,4.8786,2.8426,3.926
5/22/2024,24.7444,4.8225,2.8016,4.0413
5/23/2024,24.5797,4.7876,2.7809,4.0684
5/24/2024,24.7517,4.8211,2.8004,4.0401
5/27/2024,24.7517,4.8211,2.8004,4.0401
5/28/2024,24.7579,4.8223,2.801,4.0391
5/29/2024,24.5879,4.7866,2.7804,4.067
5/30/2024,24.4453,4.7579,2.7638,4.0908
5/31/2024,24.6419,4.796,2.786,4.0581
6/3/2024,24.6693,4.8014,2.7891,4.0536
6/4/2024,24.707,4.8084,2.7932,4.0474
6/5/2024,24.999,4.8657,2.8263,4.0002
6/6/2024,24.9955,4.8648,2.8257,4.0007
6/7/2024,24.9676,4.8597,2.8226,4.0052
6/10/2024,25.0338,4.8722,2.8299,3.9946
6/11/2024,25.1017,4.8854,2.8375,3.9838
6/12/2024,25.3508,4.9229,2.8616,3.9446
6/13/2024,25.4103,4.9345,2.8683,3.9354
6/14/2024,25.4003,4.9325,2.8672,3.937
6/17/2024,25.5949,4.9703,2.8891,3.907
6/18/2024,25.6594,4.9829,2.8964,3.8972
6/19/2024,25.6594,4.9829,2.8964,3.8972
6/20/2024,25.5933,4.9649,2.8891,3.9073
6/21/2024,25.5533,4.9571,2.8846,3.9134
6/24/2024,25.475,4.9419,2.8757,3.9254
6/25/2024,25.5752,4.9614,2.887,3.91
6/26/2024,25.6154,4.9692,2.8916,3.9039
6/27/2024,25.6387,4.9737,2.8942,3.9004
6/28/2024,25.534,4.9534,2.8824,3.9164
7/1/2024,25.5713,4.9666,2.8839,3.9106
7/2/2024,25.7297,4.9974,2.9018,3.8866
7/3/2024,25.8605,5.0228,2.9165,3.8669
7/4/2024,25.8605,5.0228,2.9165,3.8669
7/5/2024,26.0014,5.0502,2.9324,3.8459
7/8/2024,26.0279,5.0553,2.9354,3.842
7/9/2024,26.0472,5.0591,2.9376,3.8392
7/10/2024,26.313,5.1107,2.9675,3.8004
7/11/2024,26.0825,5.0659,2.9415,3.834
7/12/2024,26.2264,5.0939,2.9578,3.813
7/15/2024,26.3005,5.1083,2.9661,3.8022
7/16/2024,26.4685,5.1409,2.9851,3.7781
7/17/2024,26.0999,5.0693,2.9435,3.8314
7/18/2024,25.8959,5.0297,2.9205,3.8616
7/19/2024,25.711,4.9938,2.8996,3.8894
7/22/2024,25.9884,5.0477,2.9309,3.8479
7/23/2024,25.948,5.0398,2.9264,3.8539
7/24/2024,25.3473,4.9231,2.8586,3.9452
7/25/2024,25.2169,4.8978,2.8439,3.9656
7/26/2024,25.4966,4.9521,2.8755,3.9221
7/29/2024,25.5173,4.9562,2.8778,3.9189
7/30/2024,25.3908,4.9316,2.8635,3.9384
7/31/2024,25.7918,5.0095,2.9088,3.8772
8/1/2024,25.4386,4.9409,2.8689,3.931
8/2/2024,24.971,4.85,2.8162,4.0046
8/5/2024,24.2226,4.7047,2.7318,4.1284
8/6/2024,24.4734,4.7534,2.7601,4.0861
8/7/2024,24.2841,4.7166,2.7387,4.1179
8/8/2024,24.8437,4.8253,2.8018,4.0252
8/9/2024,24.9598,4.8479,2.8149,4.0064
8/12/2024,24.9608,4.8481,2.815,4.0063
8/13/2024,25.3814,4.9298,2.8625,3.9399
8/14/2024,25.4854,4.9486,2.8734,3.9238
8/15/2024,25.8966,5.0284,2.9198,3.8615
8/16/2024,25.9481,5.0384,2.9256,3.8538
8/19/2024,26.2004,5.0874,2.954,3.8167
8/20/2024,26.1484,5.0773,2.9482,3.8243
8/21/2024,26.2593,5.0989,2.9607,3.8082
8/22/2024,26.0247,5.0533,2.9342,3.8425
8/23/2024,26.3235,5.1113,2.9679,3.7989
8/26/2024,26.2405,5.0952,2.9586,3.8109
8/27/2024,26.2824,5.1033,2.9633,3.8048
8/28/2024,25.4714,4.9774,2.9077,3.926
8/29/2024,25.4754,4.9777,2.9076,3.9254
8/30/2024,25.736,5.0279,2.9369,3.8856
9/2/2024,25.736,5.0279,2.9369,3.8856
9/3/2024,25.1915,4.9216,2.8748,3.9696
9/4/2024,25.1534,4.9131,2.8702,3.9756
9/5/2024,25.1084,4.8962,2.8616,3.9827
9/6/2024,24.675,4.8117,2.8122,4.0527
9/9/2024,24.9608,4.8674,2.8447,4.0063
9/10/2024,25.0724,4.8892,2.8575,3.9885
9/11/2024,25.3403,4.9413,2.8879,3.9463
9/12/2024,25.5303,4.9785,2.9096,3.9169
9/13/2024,25.6684,5.0054,2.9253,3.8958
9/16/2024,25.7007,5.0117,2.929,3.8909
9/17/2024,25.7075,5.013,2.9298,3.8899
9/18/2024,25.633,4.9985,2.9213,3.9012
9/19/2024,26.0682,5.0834,2.9709,3.8361
9/20/2024,26.0176,5.0735,2.9651,3.8436
9/23/2024,26.0907,5.0878,2.9735,3.8328
9/24/2024,26.1567,5.1001,2.9809,3.8231
9/25/2024,26.108,5.0906,2.9754,3.8302
9/26/2024,26.2134,5.1112,2.9874,3.8148
9/27/2024,26.1806,5.1048,2.9837,3.8196
9/30/2024,26.2915,5.1264,2.9963,3.8035
