Dates,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,EARN_YLD
4/12/2019,18.884,3.4768,2.1852,5.2955
4/15/2019,18.8721,3.4746,2.1839,5.2988
4/16/2019,18.8817,3.4764,2.185,5.2961
4/17/2019,18.8388,3.4685,2.18,5.3082
4/18/2019,18.8685,3.474,2.1835,5.2998
4/19/2019,18.8685,3.474,2.1835,5.2998
4/22/2019,18.8876,3.4775,2.1857,5.2945
4/23/2019,19.0546,3.5082,2.205,5.2481
4/24/2019,19.0129,3.5005,2.2002,5.2596
4/25/2019,19.0058,3.4992,2.1993,5.2615
4/26/2019,19.0949,3.5156,2.2097,5.237
4/29/2019,19.1153,3.5194,2.212,5.2314
4/30/2019,19.1335,3.5228,2.2141,5.2264
5/1/2019,18.9896,3.4964,2.1975,5.266
5/2/2019,18.9493,3.4889,2.1928,5.2772
5/3/2019,19.1319,3.5226,2.214,5.2269
5/6/2019,19.0464,3.5068,2.2041,5.2503
5/7/2019,18.7319,3.4489,2.1677,5.3385
5/8/2019,18.7018,3.4434,2.1642,5.3471
5/9/2019,18.5805,3.3426,2.1174,5.382
5/10/2019,18.6495,3.3565,2.1253,5.3621
5/13/2019,18.1994,3.2757,2.0741,5.4947
5/14/2019,18.3516,3.3018,2.0907,5.4491
5/15/2019,18.4626,3.3226,2.1029,5.4163
5/16/2019,18.6262,3.3536,2.1217,5.3688
5/17/2019,18.5179,3.3341,2.1091,5.4002
5/20/2019,18.3929,3.3116,2.0949,5.4369
5/21/2019,18.548,3.3398,2.1126,5.3914
5/22/2019,18.4972,3.3305,2.1066,5.4062
5/23/2019,18.3038,3.2905,2.0815,5.4633
5/24/2019,18.328,3.2949,2.0843,5.4561
5/27/2019,18.3279,3.2949,2.0843,5.4562
5/28/2019,18.1744,3.2673,2.0669,5.5022
5/29/2019,18.0489,3.2448,2.0526,5.5405
5/30/2019,18.0868,3.2515,2.0569,5.5289
5/31/2019,17.8515,3.2086,2.0297,5.6018
6/3/2019,17.8022,3.1997,2.0241,5.6173
6/4/2019,18.1882,3.268,2.0675,5.4981
6/5/2019,18.3364,3.2946,2.0844,5.4536
6/6/2019,18.4516,3.315,2.0972,5.4196
6/7/2019,18.645,3.3498,2.1192,5.3634
6/10/2019,18.732,3.3654,2.1291,5.3385
6/11/2019,18.725,3.3642,2.1283,5.3404
6/12/2019,18.6869,3.3574,2.124,5.3513
6/13/2019,18.788,3.3705,2.1327,5.3225
6/14/2019,18.7577,3.3651,2.1293,5.3311
6/17/2019,18.7753,3.3682,2.1313,5.3262
6/18/2019,18.9579,3.4009,2.152,5.2748
6/19/2019,19.0145,3.4111,2.1584,5.2591
6/20/2019,19.1946,3.4433,2.1789,5.2098
6/21/2019,19.17,3.439,2.1761,5.2165
6/24/2019,19.1367,3.433,2.1723,5.2255
6/25/2019,18.955,3.4004,2.1517,5.2757
6/26/2019,18.9316,3.3962,2.1491,5.2822
6/27/2019,19.004,3.4092,2.1573,5.262
6/28/2019,19.1126,3.4288,2.1693,5.2321
7/1/2019,19.2778,3.4644,2.1866,5.1873
7/2/2019,19.3343,3.4746,2.193,5.1722
7/3/2019,19.4807,3.5012,2.2098,5.1333
7/4/2019,19.4807,3.5012,2.2098,5.1333
7/5/2019,19.4455,3.4949,2.2058,5.1426
7/8/2019,19.3515,3.478,2.1952,5.1676
7/9/2019,19.3754,3.4823,2.1979,5.1612
7/10/2019,19.4627,3.498,2.2078,5.138
7/11/2019,19.5071,3.506,2.2128,5.1263
7/12/2019,19.5972,3.5222,2.223,5.1028
7/15/2019,19.6007,3.5228,2.2234,5.1019
7/16/2019,19.534,3.5108,2.2159,5.1193
7/17/2019,19.4064,3.4879,2.2014,5.1529
7/18/2019,19.476,3.5004,2.2093,5.1345
7/19/2019,19.3557,3.4788,2.1956,5.1664
7/22/2019,19.4104,3.4886,2.2019,5.1519
7/23/2019,19.5433,3.5125,2.2169,5.1169
7/24/2019,19.6349,3.529,2.2273,5.093
7/25/2019,19.5316,3.5104,2.2156,5.1199
7/26/2019,19.6759,3.5363,2.232,5.0824
7/29/2019,19.6441,3.5306,2.2284,5.0906
7/30/2019,19.5937,3.5215,2.2226,5.1037
7/31/2019,19.3804,3.4832,2.1984,5.1599
8/1/2019,19.206,3.4519,2.1786,5.2067
8/2/2019,19.0661,3.4267,2.1628,5.2449
8/5/2019,18.4982,3.3247,2.0984,5.4059
8/6/2019,18.7391,3.368,2.1257,5.3364
8/7/2019,18.548,3.3146,2.09,5.3914
8/8/2019,18.9071,3.379,2.1291,5.289
8/9/2019,18.7899,3.3569,2.1151,5.322
8/12/2019,18.565,3.3162,2.0898,5.3865
8/13/2019,18.8424,3.3653,2.1207,5.3072
8/14/2019,18.3135,3.2659,2.0585,5.4605
8/15/2019,18.3611,3.274,2.0635,5.4463
8/16/2019,18.6267,3.3215,2.0932,5.3686
8/19/2019,18.852,3.3617,2.1185,5.3045
8/20/2019,18.7027,3.3361,2.1018,5.3468
8/21/2019,18.8538,3.3635,2.1191,5.304
8/22/2019,18.8517,3.3621,2.118,5.3046
8/23/2019,18.3607,3.2749,2.063,5.4464
8/26/2019,18.5615,3.3116,2.0857,5.3875
8/27/2019,18.5048,3.3016,2.079,5.404
8/28/2019,18.6271,3.3237,2.0926,5.3685
8/29/2019,18.8752,3.3658,2.1192,5.2979
8/30/2019,18.8916,3.3681,2.1206,5.2934
9/2/2019,18.8916,3.3681,2.1206,5.2934
9/3/2019,18.7627,3.3449,2.106,5.3297
9/4/2019,18.9661,3.3825,2.1288,5.2726
9/5/2019,19.2131,3.4265,2.1565,5.2048
9/6/2019,19.2305,3.4297,2.1585,5.2001
9/9/2019,19.2289,3.4293,2.1583,5.2005
9/10/2019,19.2351,3.4304,2.159,5.1988
9/11/2019,19.3741,3.4552,2.1746,5.1615
9/12/2019,19.4522,3.4641,2.1809,5.1408
9/13/2019,19.4381,3.4615,2.1793,5.1445
9/16/2019,19.3773,3.4507,2.1725,5.1607
9/17/2019,19.4273,3.4601,2.1781,5.1474
9/18/2019,19.434,3.4613,2.1789,5.1456
9/19/2019,19.4343,3.4614,2.1789,5.1455
9/20/2019,19.3392,3.4445,2.1682,5.1708
9/23/2019,19.3373,3.4441,2.168,5.1713
9/24/2019,19.1736,3.4151,2.1498,5.2155
9/25/2019,19.2917,3.4361,2.163,5.1836
9/26/2019,19.2454,3.4278,2.1578,5.1961
9/27/2019,19.1431,3.4096,2.1463,5.2238
9/30/2019,19.2397,3.4268,2.1571,5.1976
10/1/2019,19.0021,3.3847,2.1301,5.2626
10/2/2019,18.6619,3.3241,2.092,5.3585
10/3/2019,18.8107,3.3506,2.1087,5.3161
10/4/2019,19.0781,3.3982,2.1387,5.2416
10/7/2019,18.9927,3.383,2.1291,5.2652
10/8/2019,18.7008,3.3304,2.096,5.3474
10/9/2019,18.8711,3.3607,2.115,5.2991
10/10/2019,18.9922,3.3823,2.1286,5.2653
10/11/2019,19.1999,3.4192,2.1519,5.2084
10/14/2019,19.1733,3.4145,2.1489,5.2156
10/15/2019,19.3642,3.4485,2.1703,5.1642
10/16/2019,19.3254,3.4416,2.166,5.1745
10/17/2019,19.3788,3.4511,2.172,5.1603
10/18/2019,19.3029,3.4376,2.1634,5.1806
10/21/2019,19.4355,3.4612,2.1783,5.1452
10/22/2019,19.3661,3.4489,2.1705,5.1636
10/23/2019,19.4213,3.4587,2.1767,5.149
10/24/2019,19.4586,3.4653,2.1809,5.1391
10/25/2019,19.5378,3.4794,2.1898,5.1183
10/28/2019,19.6469,3.4991,2.202,5.0898
10/29/2019,19.6306,3.4962,2.2002,5.0941
10/30/2019,19.6945,3.5076,2.2073,5.0776
10/31/2019,19.6348,3.497,2.2006,5.093
11/1/2019,19.8245,3.5308,2.2219,5.0443
11/4/2019,19.8979,3.5438,2.2301,5.0257
11/5/2019,19.8743,3.5396,2.2275,5.0316
11/6/2019,19.8882,3.5421,2.2291,5.0281
11/7/2019,19.9425,3.5518,2.2352,5.0144
11/8/2019,19.9936,3.5609,2.2409,5.0016
11/11/2019,19.9543,3.5539,2.2365,5.0114
11/12/2019,19.9856,3.5595,2.24,5.0036
11/13/2019,19.9998,3.562,2.2416,5.0001
11/14/2019,20.0165,3.565,2.2435,4.9959
11/15/2019,20.1706,3.5924,2.2607,4.9577
11/18/2019,20.1807,3.5942,2.2619,4.9552
11/19/2019,20.3611,3.5188,2.2381,4.9113
11/20/2019,20.2792,3.5059,2.2297,4.9312
11/21/2019,20.2468,3.5005,2.2261,4.9391
11/22/2019,20.2909,3.5081,2.2309,4.9283
11/25/2019,20.4535,3.534,2.2477,4.8891
11/26/2019,20.5024,3.5419,2.2526,4.8775
11/27/2019,20.5948,3.5568,2.2611,4.8556
11/28/2019,20.5948,3.5568,2.2611,4.8556
11/29/2019,20.5122,3.5425,2.252,4.8751
12/2/2019,20.3352,3.512,2.2326,4.9176
12/3/2019,20.2153,3.482,2.2177,4.9467
12/4/2019,20.3453,3.5044,2.2318,4.9151
12/5/2019,20.378,3.5099,2.2351,4.9073
12/6/2019,20.5641,3.542,2.2556,4.8628
12/9/2019,20.4991,3.5305,2.2484,4.8783
12/10/2019,20.4765,3.5266,2.246,4.8836
12/11/2019,20.5361,3.5369,2.2525,4.8695
12/12/2019,20.8084,3.565,2.2718,4.8057
12/13/2019,20.8082,3.5653,2.272,4.8058
12/16/2019,20.957,3.5908,2.2882,4.7717
12/17/2019,20.9654,3.5919,2.289,4.7698
12/18/2019,20.9563,3.5903,2.288,4.7718
12/19/2019,21.0498,3.6063,2.2982,4.7506
12/20/2019,21.1533,3.626,2.3095,4.7274
12/23/2019,21.1717,3.6292,2.3115,4.7233
12/24/2019,21.1675,3.6284,2.3111,4.7242
12/25/2019,21.1675,3.6284,2.3111,4.7242
12/26/2019,21.2761,3.6471,2.3229,4.7001
12/27/2019,21.2768,3.6472,2.323,4.7
12/30/2019,21.1538,3.6261,2.3096,4.7273
12/31/2019,21.2161,3.6368,2.3164,4.7134
1/1/2020,21.2234,3.6493,2.3171,4.7118
1/2/2020,21.4013,3.6799,2.3365,4.6726
1/3/2020,21.2502,3.6539,2.32,4.7058
1/6/2020,21.3252,3.6668,2.3282,4.6893
1/7/2020,21.2654,3.6565,2.3217,4.7025
1/8/2020,21.3697,3.6745,2.3331,4.6795
1/9/2020,21.5119,3.6989,2.3486,4.6486
1/10/2020,21.4505,3.6883,2.3419,4.6619
1/13/2020,21.6001,3.7141,2.3582,4.6296
1/14/2020,21.5674,3.7085,2.3547,4.6366
1/15/2020,21.6077,3.7154,2.3591,4.628
1/16/2020,21.7885,3.7465,2.3788,4.5896
1/17/2020,21.8727,3.7609,2.388,4.5719
1/20/2020,21.8727,3.7609,2.388,4.5719
1/21/2020,21.8147,3.751,2.3817,4.5841
1/22/2020,21.821,3.7521,2.3824,4.5827
1/23/2020,21.8461,3.7563,2.3851,4.5775
1/24/2020,21.6485,3.7224,2.3635,4.6193
1/27/2020,21.308,3.6638,2.3263,4.6931
1/28/2020,21.5222,3.7006,2.3497,4.6464
1/29/2020,21.5035,3.6974,2.3477,4.6504
1/30/2020,21.5765,3.709,2.355,4.6347
1/31/2020,21.1944,3.6434,2.3133,4.7182
2/3/2020,21.3482,3.6698,2.3301,4.6842
2/4/2020,21.668,3.7248,2.365,4.6151
2/5/2020,21.9115,3.7667,2.3916,4.5638
2/6/2020,21.9844,3.7792,2.3996,4.5487
2/7/2020,21.8657,3.7588,2.3866,4.5734
2/10/2020,22.0259,3.7863,2.4041,4.5401
2/11/2020,22.0631,3.7927,2.4082,4.5325
2/12/2020,22.2056,3.8172,2.4237,4.5034
2/13/2020,22.1694,3.811,2.4198,4.5107
2/14/2020,22.2103,3.818,2.4242,4.5024
2/17/2020,22.2103,3.818,2.4242,4.5024
2/18/2020,22.1455,3.8069,2.4171,4.5156
2/19/2020,22.2497,3.8248,2.4285,4.4944
2/20/2020,22.1648,3.8102,2.4193,4.5117
2/21/2020,21.9316,3.7701,2.3938,4.5596
2/24/2020,20.8522,3.589,2.2858,4.7957
2/25/2020,20.2376,3.4752,2.2165,4.9413
2/26/2020,20.1772,3.4655,2.2061,4.9561
2/27/2020,19.1842,3.3105,2.1089,5.2126
2/28/2020,19.0056,3.2886,2.0917,5.2616
3/2/2020,19.8865,3.4401,2.188,5.0285
3/3/2020,19.3283,3.3434,2.1262,5.1738
3/4/2020,20.1438,3.4852,2.2159,4.9643
3/5/2020,19.4616,3.367,2.1407,5.1383
3/6/2020,19.1297,3.3104,2.1042,5.2275
3/9/2020,17.6763,3.0589,1.9444,5.6573
3/10/2020,18.5496,3.21,2.0404,5.3909
3/11/2020,17.6431,3.0532,1.9407,5.6679
3/12/2020,15.9875,2.7616,1.7561,6.2549
3/13/2020,17.4723,3.0196,1.9192,5.7234
3/16/2020,15.3784,2.6577,1.6892,6.5026
3/17/2020,16.3027,2.8183,1.7905,6.1339
3/18/2020,15.4578,2.6731,1.6977,6.4692
3/19/2020,15.5305,2.6856,1.7057,6.4389
3/20/2020,14.8571,2.5692,1.6317,6.7308
3/23/2020,14.4212,2.4939,1.5839,6.9342
3/24/2020,15.7743,2.7279,1.7325,6.3394
3/25/2020,15.9563,2.7594,1.7525,6.2671
3/26/2020,16.9522,2.9316,1.8619,5.8989
3/27/2020,16.3811,2.8328,1.7992,6.1046
3/30/2020,16.9301,2.9278,1.8595,5.9066
3/31/2020,16.659,2.8809,1.8297,6.0028
4/1/2020,15.9212,2.7538,1.7486,6.2809
4/2/2020,16.2847,2.8166,1.7886,6.1407
4/3/2020,16.0382,2.774,1.7615,6.2351
4/6/2020,17.1662,2.9691,1.8854,5.8254
4/7/2020,17.1387,2.9643,1.8824,5.8348
4/8/2020,17.7224,3.0653,1.9465,5.6426
4/9/2020,17.9807,3.1097,1.9747,5.5615
4/10/2020,17.9807,3.1097,1.9747,5.5615
4/13/2020,17.799,3.0782,1.9547,5.6183
4/14/2020,18.3432,3.1724,2.0145,5.4516
4/15/2020,17.9391,3.1025,1.9701,5.5744
4/16/2020,18.0434,3.1205,1.9816,5.5422
4/17/2020,18.5269,3.2041,2.0346,5.3976
4/20/2020,18.1956,3.1468,1.9983,5.4958
4/21/2020,17.6375,3.0503,1.937,5.6698
4/22/2020,18.0419,3.1202,1.9814,5.5427
4/23/2020,18.0322,3.1186,1.9803,5.5456
4/24/2020,18.2831,3.162,2.0079,5.4695
4/27/2020,18.5521,3.2085,2.0374,5.3902
4/28/2020,18.4549,3.1917,2.0267,5.4186
4/29/2020,18.9456,3.2765,2.0806,5.2783
4/30/2020,18.7711,3.2463,2.0614,5.3273
5/1/2020,18.2444,3.1552,2.0036,5.4811
5/4/2020,18.3219,3.1686,2.0121,5.4579
5/5/2020,18.4876,3.1973,2.0303,5.409
5/6/2020,18.3585,3.175,2.0161,5.4471
5/7/2020,18.5698,3.2115,2.0393,5.3851
5/8/2020,18.8831,3.2657,2.0737,5.2958
5/11/2020,18.8864,3.2663,2.0741,5.2948
5/12/2020,18.4984,3.1992,2.0315,5.4059
5/13/2020,18.1754,3.1433,1.996,5.502
5/14/2020,18.3848,3.1795,2.019,5.4393
5/15/2020,18.457,3.192,2.027,5.418
5/18/2020,19.0384,3.2926,2.0908,5.2525
5/19/2020,18.8388,3.258,2.0689,5.3082
5/20/2020,20.2653,3.4138,2.121,4.9346
5/21/2020,20.1696,3.3872,2.1047,4.958
5/22/2020,20.2022,3.3954,2.1094,4.95
5/25/2020,20.203,3.3954,2.1094,4.9497
5/26/2020,20.4542,3.4372,2.1354,4.889
5/27/2020,20.7614,3.4882,2.1671,4.8166
5/28/2020,20.7383,3.4833,2.1624,4.822
5/29/2020,20.8382,3.5001,2.1728,4.7989
6/1/2020,20.9165,3.5134,2.1809,4.7809
6/2/2020,21.0877,3.5423,2.1988,4.7421
6/3/2020,21.3764,3.5913,2.2288,4.678
6/4/2020,21.3419,3.5792,2.2213,4.6856
6/5/2020,21.9012,3.6731,2.2796,4.566
6/8/2020,22.1653,3.7173,2.307,4.5116
6/9/2020,21.992,3.6884,2.289,4.5471
6/10/2020,21.8748,3.6688,2.2768,4.5715
6/11/2020,20.6023,3.4531,2.1426,4.8538
6/12/2020,20.872,3.5,2.1706,4.7911
6/15/2020,21.0459,3.5291,2.1887,4.7515
6/16/2020,21.4459,3.5961,2.2301,4.6629
6/17/2020,21.3687,3.5831,2.2221,4.6797
6/18/2020,21.3791,3.5852,2.2232,4.6775
6/19/2020,21.2585,3.565,2.2106,4.704
6/22/2020,21.3965,3.5881,2.225,4.6737
6/23/2020,21.4887,3.6036,2.2346,4.6536
6/24/2020,20.9331,3.5104,2.1768,4.7771
6/25/2020,21.1625,3.5489,2.2007,4.7253
6/26/2020,20.6497,3.4629,2.1473,4.8427
6/29/2020,20.953,3.5138,2.1789,4.7726
6/30/2020,21.2759,3.5679,2.2124,4.7002
7/1/2020,21.241,3.5625,2.212,4.7079
7/2/2020,21.3345,3.5787,2.2221,4.6872
7/3/2020,21.3345,3.5787,2.2221,4.6872
7/6/2020,21.6734,3.6355,2.2574,4.614
7/7/2020,21.4389,3.5962,2.2329,4.6644
7/8/2020,21.6067,3.6243,2.2504,4.6282
7/9/2020,21.4848,3.6039,2.2377,4.6545
7/10/2020,21.7096,3.6416,2.2611,4.6062
7/13/2020,21.5062,3.6075,2.24,4.6498
7/14/2020,21.7946,3.6559,2.27,4.5883
7/15/2020,21.9927,3.6891,2.2906,4.547
7/16/2020,21.9178,3.6765,2.2828,4.5625
7/17/2020,21.9802,3.687,2.2893,4.5495
7/20/2020,22.1649,3.718,2.3085,4.5116
7/21/2020,22.2021,3.7242,2.3124,4.5041
7/22/2020,22.3297,3.7456,2.3257,4.4783
7/23/2020,22.0546,3.6995,2.2971,4.5342
7/24/2020,21.9181,3.6766,2.2828,4.5624
7/27/2020,22.0802,3.7038,2.2997,4.5289
7/28/2020,21.9373,3.6798,2.2848,4.5585
7/29/2020,22.2248,3.7255,2.3148,4.4995
7/30/2020,22.1415,3.7115,2.3061,4.5164
7/31/2020,22.3102,3.74,2.3238,4.4822
8/3/2020,22.4685,3.7669,2.3405,4.4507
8/4/2020,22.549,3.7805,2.3489,4.4348
8/5/2020,22.694,3.8048,2.364,4.4064
8/6/2020,22.8411,3.8292,2.3795,4.3781
8/7/2020,22.8556,3.8317,2.3811,4.3753
8/10/2020,22.9183,3.8422,2.3876,4.3633
8/11/2020,22.7356,3.8116,2.3686,4.3984
8/12/2020,23.0538,3.8649,2.4017,4.3377
8/13/2020,23.0063,3.857,2.3968,4.3466
8/14/2020,23.0023,3.8563,2.3964,4.3474
8/17/2020,23.0647,3.8668,2.4029,4.3356
8/18/2020,23.1178,3.8757,2.4084,4.3257
8/19/2020,25.3489,3.8096,2.4727,3.9449
8/20/2020,25.4163,3.8217,2.4804,3.9345
8/21/2020,25.4919,3.8345,2.4884,3.9228
8/24/2020,25.7476,3.8731,2.5134,3.8839
8/25/2020,25.7998,3.8858,2.5219,3.876
8/26/2020,26.0571,3.9254,2.5475,3.8377
8/27/2020,26.0956,3.9336,2.5517,3.8321
8/28/2020,26.3184,3.9601,2.5688,3.7996
8/31/2020,26.2605,3.9514,2.5632,3.808
9/1/2020,26.4572,3.9811,2.5825,3.7797
9/2/2020,26.8568,4.0437,2.622,3.7235
9/3/2020,25.9538,3.9013,2.5299,3.853
9/4/2020,25.742,3.8696,2.5093,3.8847
9/7/2020,25.742,3.8696,2.5093,3.8847
9/8/2020,25.0271,3.7622,2.4396,3.9957
9/9/2020,25.5311,3.838,2.4888,3.9168
9/10/2020,25.0822,3.7705,2.445,3.9869
9/11/2020,25.0923,3.7743,2.4462,3.9853
9/14/2020,25.4121,3.8224,2.4774,3.9351
9/15/2020,25.5447,3.8423,2.4903,3.9147
9/16/2020,25.4267,3.8246,2.4788,3.9329
9/17/2020,25.2128,3.7924,2.4579,3.9662
9/18/2020,24.9309,3.75,2.4305,4.0111
9/21/2020,24.6424,3.7066,2.4023,4.058
9/22/2020,24.9016,3.7456,2.4276,4.0158
9/23/2020,24.3109,3.6567,2.37,4.1134
9/24/2020,24.3835,3.6676,2.3771,4.1011
9/25/2020,24.7731,3.7262,2.4151,4.0366
9/28/2020,25.1721,3.7863,2.454,3.9727
9/29/2020,25.0509,3.768,2.4422,3.9919
9/30/2020,25.2577,3.7991,2.4623,3.9592
10/1/2020,25.3907,3.8193,2.475,3.9385
10/2/2020,25.1476,3.7827,2.4513,3.9765
10/5/2020,25.5997,3.8507,2.4954,3.9063
10/6/2020,25.2416,3.7968,2.4605,3.9617
10/7/2020,25.681,3.8629,2.5033,3.8939
10/8/2020,25.8867,3.8939,2.5234,3.863
10/9/2020,26.1142,3.9281,2.5455,3.8293
10/12/2020,26.5429,3.9926,2.5873,3.7675
10/13/2020,26.3755,3.9674,2.571,3.7914
10/14/2020,26.2009,3.9411,2.5539,3.8167
10/15/2020,26.1609,3.9351,2.5501,3.8225
10/16/2020,26.1642,3.9356,2.5504,3.822
10/19/2020,25.737,3.8714,2.5088,3.8855
10/20/2020,25.8589,3.8897,2.5206,3.8671
10/21/2020,25.802,3.8811,2.5151,3.8757
10/22/2020,25.9367,3.9014,2.5282,3.8555
10/23/2020,26.026,3.9148,2.5369,3.8423
10/26/2020,25.5422,3.842,2.4898,3.9151
10/27/2020,25.4626,3.8304,2.4822,3.9273
10/28/2020,24.5603,3.6953,2.3946,4.0716
10/29/2020,24.8528,3.7394,2.4232,4.0237
10/30/2020,24.5514,3.694,2.3938,4.0731
11/2/2020,24.8534,3.7395,2.4233,4.0236
11/3/2020,25.2957,3.8061,2.4664,3.9532
11/4/2020,25.8534,3.89,2.5208,3.868
11/5/2020,26.3566,3.9657,2.5699,3.7941
11/6/2020,26.349,3.9646,2.5691,3.7952
11/9/2020,26.657,4.011,2.5992,3.7514
11/10/2020,26.6197,4.0054,2.5955,3.7566
11/11/2020,26.8234,4.036,2.6154,3.7281
11/12/2020,26.5557,3.9957,2.5893,3.7657
11/13/2020,26.9172,4.0501,2.6245,3.7151
11/16/2020,27.2307,4.0973,2.6551,3.6723
11/17/2020,27.1002,4.0777,2.6424,3.69
11/18/2020,27.0773,3.9426,2.6314,3.6931
11/19/2020,27.1935,3.9607,2.6417,3.6773
11/20/2020,27.0084,3.9338,2.6237,3.7026
11/23/2020,27.164,3.9561,2.6385,3.6813
11/24/2020,27.5845,4.0203,2.6806,3.6252
11/25/2020,27.6604,4.0153,2.6751,3.6153
11/26/2020,27.6604,4.0153,2.6751,3.6153
11/27/2020,27.7267,4.0249,2.6815,3.6066
11/30/2020,27.5989,4.0064,2.6692,3.6233
12/1/2020,27.9309,4.0499,2.6991,3.5803
12/2/2020,27.9835,4.057,2.7039,3.5735
12/3/2020,27.9736,4.0555,2.7023,3.5748
12/4/2020,28.2209,4.0914,2.7262,3.5435
12/7/2020,28.1663,4.0834,2.7209,3.5503
12/8/2020,28.2449,4.0947,2.7285,3.5405
12/9/2020,28.0196,4.0622,2.7068,3.5689
12/10/2020,28.1579,4.0567,2.7033,3.5514
12/11/2020,28.1224,4.0515,2.7,3.5559
12/14/2020,27.9998,4.0339,2.6882,3.5715
12/15/2020,28.3603,4.086,2.723,3.5261
12/16/2020,28.4106,4.0932,2.7278,3.5198
12/17/2020,28.5753,4.1168,2.7435,3.4995
12/18/2020,28.4749,4.1044,2.7338,3.5119
12/21/2020,28.3637,4.0883,2.7232,3.5256
12/22/2020,28.3049,4.0799,2.7175,3.533
12/23/2020,28.326,4.0829,2.7195,3.5303
12/24/2020,28.4262,4.0974,2.7292,3.5179
12/25/2020,28.4262,4.0974,2.7292,3.5179
12/28/2020,28.6741,4.1331,2.753,3.4875
12/29/2020,28.6103,4.1239,2.7468,3.4952
12/30/2020,28.6486,4.1294,2.7505,3.4906
12/31/2020,28.8331,4.156,2.7682,3.4682
1/1/2021,28.8321,4.156,2.7682,3.4684
1/4/2021,28.4067,4.0946,2.7273,3.5203
1/5/2021,28.6079,4.1236,2.7466,3.4955
1/6/2021,28.7713,4.1472,2.7623,3.4757
1/7/2021,29.1984,4.2088,2.8033,3.4248
1/8/2021,29.3588,4.2319,2.8187,3.4061
1/11/2021,29.1663,4.2041,2.8002,3.4286
1/12/2021,29.1785,4.2059,2.8014,3.4272
1/13/2021,29.2449,4.2155,2.8077,3.4194
1/14/2021,29.1351,4.1996,2.7972,3.4323
1/15/2021,28.9256,4.1694,2.7771,3.4571
1/18/2021,28.9256,4.1694,2.7771,3.4571
1/19/2021,29.161,4.2034,2.7996,3.4292
1/20/2021,29.5673,4.2619,2.8386,3.3821
1/21/2021,29.5767,4.2633,2.8395,3.381
1/22/2021,29.4877,4.2505,2.8309,3.3912
1/25/2021,29.5943,4.2658,2.8412,3.379
1/26/2021,29.5502,4.2595,2.837,3.3841
1/27/2021,28.7914,4.1501,2.7641,3.4733
1/28/2021,29.0725,4.1906,2.7911,3.4397
1/29/2021,28.511,4.1097,2.7372,3.5074
2/1/2021,28.9687,4.1757,2.7811,3.452
2/2/2021,29.3713,4.2337,2.8198,3.4047
2/3/2021,29.4009,4.238,2.8226,3.4013
2/4/2021,29.7193,4.284,2.8533,3.3648
2/5/2021,29.8351,4.3007,2.8644,3.3518
2/8/2021,30.0559,4.3325,2.8856,3.3271
2/9/2021,30.0026,4.3276,2.8806,3.333
2/10/2021,29.9923,4.3262,2.8797,3.3342
2/11/2021,30.0421,4.3333,2.8844,3.3287
2/12/2021,30.1836,4.3538,2.898,3.3131
2/15/2021,30.1836,4.3538,2.898,3.3131
2/16/2021,30.1665,4.3513,2.8964,3.3149
2/17/2021,30.1568,4.3499,2.8954,3.316
2/18/2021,30.0236,4.3307,2.8827,3.3307
2/19/2021,29.9679,4.3226,2.8773,3.3369
2/22/2021,29.7362,4.2892,2.8551,3.3629
2/23/2021,30.6099,4.2276,2.9039,3.2669
2/24/2021,31.0979,4.2821,2.9367,3.2157
2/25/2021,30.1541,4.1928,2.8614,3.3163
2/26/2021,29.8368,4.1737,2.848,3.3516
3/1/2021,30.619,4.2774,2.9076,3.2659
3/2/2021,30.3707,4.2427,2.8834,3.2926
3/3/2021,29.9738,4.1885,2.8457,3.3363
3/4/2021,29.5509,4.1304,2.8076,3.384
3/5/2021,30.1268,4.2109,2.8623,3.3193
3/8/2021,29.9654,4.1884,2.847,3.3372
3/9/2021,30.3895,4.2476,2.8873,3.2906
3/10/2021,30.5198,4.275,2.9047,3.2766
3/11/2021,30.8354,4.3194,2.9349,3.243
3/12/2021,30.8667,4.3259,2.9378,3.2397
3/15/2021,31.0671,4.354,2.9569,3.2188
3/16/2021,31.0099,4.3471,2.9523,3.2248
3/17/2021,31.0663,4.3597,2.9608,3.2189
3/18/2021,30.6084,4.2954,2.9171,3.2671
3/19/2021,30.59,4.293,2.9153,3.269
3/22/2021,30.8048,4.3231,2.9358,3.2462
3/23/2021,30.5698,4.2901,2.9134,3.2712
3/24/2021,30.4026,4.2667,2.8974,3.2892
3/25/2021,30.562,4.289,2.9126,3.272
3/26/2021,31.0702,4.3604,2.9611,3.2185
3/29/2021,31.0434,4.3566,2.9585,3.2213
3/30/2021,30.9441,4.3429,2.9492,3.2316
3/31/2021,31.0538,4.3586,2.9598,3.2202
4/1/2021,31.4144,4.4103,2.9939,3.1833
4/2/2021,31.4144,4.4103,2.9939,3.1833
4/5/2021,31.8679,4.474,3.0371,3.1379
4/6/2021,31.8369,4.4697,3.0341,3.141
4/7/2021,31.8839,4.4763,3.0386,3.1364
4/8/2021,32.0185,4.4951,3.0514,3.1232
4/9/2021,32.2656,4.5298,3.075,3.0993
4/12/2021,32.2593,4.529,3.0744,3.0999
4/13/2021,32.3656,4.5439,3.0845,3.0897
4/14/2021,32.2333,4.5253,3.0719,3.1024
